id,district,type,bedrooms,bathrooms,created_at,size_m2,price_$,latitude,longitude
2263,Kesrouane,Apartment,3,3,2025-03-16 14:51:34.098441+00,265,350000,33.9808,35.6856
2264,Jbeil,Apartment,1,1,2025-03-16 14:51:34.190256+00,76,55000,34.1236,35.6455
2265,El Metn,Office,1,0,2025-03-16 14:51:34.284612+00,207,265000,33.9006,35.6178
2266,El Metn,Residential Building,0,0,2025-03-16 14:51:34.380903+00,703,917000,33.9006,35.6178
2267,El Metn,Apartment,5,5,2025-03-16 14:51:34.483869+00,380,320000,33.9006,35.6178
2268,Jbeil,Apartment,2,1,2025-03-16 14:51:34.604189+00,90,65000,34.1236,35.6455
2269,Batroun,Land,0,0,2025-03-16 14:51:34.702131+00,3870,5900000,34.2556,35.6586
2270,El Metn,Land,0,0,2025-03-16 14:51:34.809452+00,2312,3120000,33.9006,35.6178
2271,Beirut,Apartment,4,4,2025-03-16 14:51:34.917708+00,475,1450000,33.8886,35.4955
2272,Kesrouane,Apartment,2,2,2025-03-16 14:51:35.01103+00,124,125000,33.9808,35.6856
2273,Kesrouane,Chalet,3,3,2025-03-16 14:51:35.100393+00,200,500000,33.9808,35.6856
2274,El Metn,Apartment,2,2,2025-03-16 14:51:35.227869+00,115,115000,33.9006,35.6178
2275,El Metn,Apartment,3,2,2025-03-16 14:51:35.319126+00,190,155000,33.9006,35.6178
2276,Kesrouane,Land,0,0,2025-03-16 14:51:35.424035+00,2500,12500000,33.9808,35.6856
2277,Kesrouane,Apartment,3,4,2025-03-16 14:51:35.570578+00,240,440000,33.9808,35.6856
2278,Kesrouane,House/Villa,4,5,2025-03-16 14:51:35.986428+00,440,2500000,33.9808,35.6856
2279,El Metn,Commercial Building,2,0,2025-03-16 14:51:36.077255+00,550,1200000,33.9006,35.6178
2280,Beirut,Land,0,0,2025-03-16 14:51:36.507871+00,1157,4500000,33.8886,35.4955
2281,Jbeil,Land,0,0,2025-03-16 14:51:36.607056+00,825,130000,34.1236,35.6455
2282,Jbeil,Land,0,0,2025-03-16 14:51:36.705888+00,2386,230000,34.1236,35.6455
2283,Beirut,Apartment,2,2,2025-03-16 14:51:36.80002+00,130,250000,33.8886,35.4955
2284,Jbeil,Land,0,0,2025-03-16 14:51:36.899116+00,850,300000,34.1236,35.6455
2285,Kesrouane,Apartment,3,4,2025-03-16 14:51:37.043479+00,220,280000,33.9808,35.6856
2286,Kesrouane,Shop,2,0,2025-03-16 14:51:37.145626+00,130,125000,33.9808,35.6856
2287,El Metn,Apartment,3,4,2025-03-16 14:51:37.256062+00,222,330000,33.9006,35.6178
2288,Kesrouane,Apartment,3,3,2025-03-16 14:51:37.355777+00,135,250000,33.9808,35.6856
2289,Jbeil,Land,0,0,2025-03-16 14:51:37.45053+00,1250,70000,34.1236,35.6455
2290,Kesrouane,Chalet,3,2,2025-03-16 14:51:37.565205+00,200,405000,33.9808,35.6856
2291,Kesrouane,Gas Station,1,0,2025-03-16 14:51:37.661729+00,650,450000,33.9808,35.6856
2292,Beirut,Apartment,2,3,2025-03-16 14:51:37.756524+00,325,1100000,33.8886,35.4955
2293,Kesrouane,Residential Building,0,0,2025-03-16 14:51:37.849416+00,1520,2500000,33.9808,35.6856
2294,Kesrouane,Apartment,3,3,2025-03-16 14:51:37.935538+00,230,150000,33.9808,35.6856
2295,El Metn,Apartment,3,3,2025-03-16 14:51:38.033102+00,235,450000,33.9006,35.6178
2296,El Metn,Apartment,3,3,2025-03-16 14:51:38.12134+00,154,220000,33.9006,35.6178
2298,Kesrouane,Shop,4,0,2025-03-16 14:51:38.312005+00,750,650000,33.9808,35.6856
2299,El Metn,Land,0,0,2025-03-16 14:51:38.406588+00,606,1800000,33.9006,35.6178
2300,El Metn,Apartment,3,4,2025-03-16 14:51:38.496868+00,215,430000,33.9006,35.6178
2301,Kesrouane,Residential Building,3,2,2025-03-16 14:51:38.581452+00,1400,950000,33.9808,35.6856
2302,Jbeil,Land,0,0,2025-03-16 14:51:38.675855+00,44000,3550000,34.1236,35.6455
2303,Kesrouane,Warehouse,1,0,2025-03-16 14:51:38.785727+00,230,130000,33.9808,35.6856
2304,Kesrouane,House/Villa,4,5,2025-03-16 14:51:38.887587+00,500,750000,33.9808,35.6856
2305,Kesrouane,Chalet,3,4,2025-03-16 14:51:38.981799+00,250,1400000,33.9808,35.6856
2306,El Metn,Land,0,0,2025-03-16 14:51:39.085271+00,533,280000,33.9006,35.6178
2308,Kesrouane,Land,0,0,2025-03-16 14:51:39.300197+00,610,160000,33.9808,35.6856
2309,Kesrouane,Chalet,2,1,2025-03-16 14:51:39.399345+00,70,120000,33.9808,35.6856
2311,Batroun,Land,0,0,2025-03-16 14:51:39.606865+00,8100,1000000,34.2556,35.6586
2312,El Metn,Apartment,3,3,2025-03-16 14:51:39.700372+00,150,225000,33.9006,35.6178
2313,El Metn,Apartment,3,3,2025-03-16 14:51:39.801208+00,150,180000,33.9006,35.6178
2314,Kesrouane,Apartment,3,5,2025-03-16 14:51:39.886721+00,240,660000,33.9808,35.6856
2315,Kesrouane,House/Villa,3,4,2025-03-16 14:51:39.977486+00,600,500000,33.9808,35.6856
2316,Kesrouane,Land,0,0,2025-03-16 14:51:40.064295+00,2000,500000,33.9808,35.6856
2317,El Metn,Apartment,3,3,2025-03-16 14:51:40.169717+00,167,340000,33.9006,35.6178
2318,El Metn,Apartment,2,2,2025-03-16 14:51:40.270899+00,140,150000,33.9006,35.6178
2319,Jbeil,Land,0,0,2025-03-16 14:51:40.363329+00,1100,550000,34.1236,35.6455
2320,El Metn,Apartment,3,3,2025-03-16 14:51:40.450383+00,174,300000,33.9006,35.6178
2321,Kesrouane,Apartment,2,2,2025-03-16 14:51:40.547006+00,130,170000,33.9808,35.6856
2323,El Metn,Apartment,4,4,2025-03-16 14:51:40.74439+00,276,350000,33.9006,35.6178
2324,Kesrouane,Land,0,0,2025-03-16 14:51:40.836969+00,3300,660000,33.9808,35.6856
2325,Kesrouane,Land,0,0,2025-03-16 14:51:40.932013+00,5500,1100000,33.9808,35.6856
2326,Kesrouane,Chalet,3,3,2025-03-16 14:51:41.026856+00,110,250000,33.9808,35.6856
2327,El Metn,Shop,3,0,2025-03-16 14:51:41.124562+00,190,400000,33.9006,35.6178
2328,Jbeil,Apartment,3,2,2025-03-16 14:51:41.214171+00,140,155000,34.1236,35.6455
2329,El Metn,Apartment,3,4,2025-03-16 14:51:41.310301+00,240,600000,33.9006,35.6178
2330,Beirut,Apartment,4,3,2025-03-16 14:51:41.401792+00,300,1100000,33.8886,35.4955
2331,El Metn,Commercial Building,2,0,2025-03-16 14:51:41.51211+00,500,750000,33.9006,35.6178
2332,El Metn,Warehouse,1,0,2025-03-16 14:51:41.596385+00,200,450000,33.9006,35.6178
2333,Jbeil,House/Villa,3,1,2025-03-16 14:51:41.707091+00,350,480000,34.1236,35.6455
2334,Kesrouane,Apartment,3,3,2025-03-16 14:51:41.801013+00,265,475000,33.9808,35.6856
2335,Kesrouane,Apartment,4,5,2025-03-16 14:51:41.885041+00,500,1200000,33.9808,35.6856
2336,Kesrouane,Apartment,2,3,2025-03-16 14:51:41.976763+00,227,600000,33.9808,35.6856
2337,El Metn,Land,0,0,2025-03-16 14:51:42.066014+00,1350,850000,33.9006,35.6178
2338,Baabda,Land,0,0,2025-03-16 14:51:42.158843+00,2500,1250000,33.8333,35.5442
2339,Kesrouane,Apartment,4,5,2025-03-16 14:51:42.247783+00,500,850000,33.9808,35.6856
2340,Batroun,Land,0,0,2025-03-16 14:51:42.339371+00,830,85000,34.2556,35.6586
2341,Beirut,Apartment,3,3,2025-03-16 14:51:42.432916+00,185,550000,33.8886,35.4955
2343,Baabda,Land,0,0,2025-03-16 14:51:42.610755+00,1400,700000,33.8333,35.5442
2344,Baabda,Shop,0,0,2025-03-16 14:51:42.705876+00,350,600000,33.8333,35.5442
2345,Jbeil,Apartment,2,2,2025-03-16 14:51:42.796946+00,125,125000,34.1236,35.6455
2346,Jbeil,Chalet,3,2,2025-03-16 14:51:42.884662+00,140,125000,34.1236,35.6455
2347,Beirut,Apartment,3,3,2025-03-16 14:51:42.978947+00,300,1950000,33.8886,35.4955
2348,Beirut,Apartment,3,2,2025-03-16 14:51:43.069518+00,375,475000,33.8886,35.4955
2349,Kesrouane,Apartment,3,4,2025-03-16 14:51:43.158126+00,300,400000,33.9808,35.6856
2350,Kesrouane,House/Villa,3,3,2025-03-16 14:51:43.25237+00,300,1100000,33.9808,35.6856
2351,Beirut,Apartment,3,3,2025-03-16 14:51:43.346755+00,200,560000,33.8886,35.4955
2352,Beirut,Apartment,2,3,2025-03-16 14:51:43.447053+00,170,459000,33.8886,35.4955
2353,Jbeil,Land,0,0,2025-03-16 14:51:43.551294+00,18666,1900000,34.1236,35.6455
2354,Jbeil,Land,0,0,2025-03-16 14:51:43.662145+00,16150,2000000,34.1236,35.6455
2355,Beirut,Shop,1,0,2025-03-16 14:51:43.753856+00,90,150000,33.8886,35.4955
2356,Beirut,Apartment,3,3,2025-03-16 14:51:43.967649+00,235,500000,33.8886,35.4955
2357,El Metn,Apartment,3,3,2025-03-16 14:51:44.058105+00,190,475000,33.9006,35.6178
2358,El Metn,Shop,1,0,2025-03-16 14:51:44.156707+00,50,150000,33.9006,35.6178
2359,Baabda,Land,0,0,2025-03-16 14:51:44.244358+00,1000,2100000,33.8333,35.5442
2360,El Metn,Apartment,3,4,2025-03-16 14:51:44.33596+00,320,430000,33.9006,35.6178
2361,Baabda,Land,0,0,2025-03-16 14:51:44.422927+00,6000,2400000,33.8333,35.5442
2362,Beirut,Apartment,3,3,2025-03-16 14:51:44.516754+00,265,850000,33.8886,35.4955
2363,Beirut,Apartment,3,3,2025-03-16 14:51:44.608727+00,265,650000,33.8886,35.4955
2364,Jbeil,Land,0,0,2025-03-16 14:51:44.722373+00,1036,155000,34.1236,35.6455
2365,El Metn,Apartment,4,5,2025-03-16 14:51:44.819175+00,600,900000,33.9006,35.6178
2366,Batroun,Land,0,0,2025-03-16 14:51:44.920261+00,850,200000,34.2556,35.6586
2367,Kesrouane,Apartment,4,3,2025-03-16 14:51:45.034912+00,320,450000,33.9808,35.6856
2368,Beirut,Apartment,3,3,2025-03-16 14:51:45.16909+00,200,450000,33.8886,35.4955
2369,Jbeil,Land,0,0,2025-03-16 14:51:45.268918+00,1006,250000,34.1236,35.6455
2371,Kesrouane,Shop,1,0,2025-03-16 14:51:45.440515+00,86,265000,33.9808,35.6856
2373,El Metn,Apartment,3,4,2025-03-16 14:51:45.639483+00,260,410000,33.9006,35.6178
2374,Kesrouane,Apartment,3,3,2025-03-16 14:51:45.727646+00,187,170000,33.9808,35.6856
2375,El Metn,Office,1,0,2025-03-16 14:51:45.822293+00,105,275000,33.9006,35.6178
2376,Jbeil,Land,0,0,2025-03-16 14:51:45.922312+00,920,190000,34.1236,35.6455
2378,Kesrouane,Apartment,4,3,2025-03-16 14:51:46.104663+00,220,240000,33.9808,35.6856
2379,Kesrouane,Apartment,2,2,2025-03-16 14:51:46.236837+00,200,130000,33.9808,35.6856
2380,Kesrouane,Apartment,2,2,2025-03-16 14:51:46.33426+00,153,260000,33.9808,35.6856
2381,Batroun,Apartment,2,2,2025-03-16 14:51:46.42835+00,135,200000,34.2556,35.6586
2382,Jbeil,Land,0,0,2025-03-16 14:51:46.514216+00,1000,160000,34.1236,35.6455
2383,El Metn,Land,0,0,2025-03-16 14:51:46.608671+00,3500,990000,33.9006,35.6178
2384,Batroun,Land,0,0,2025-03-16 14:51:46.691253+00,7420,12000000,34.2556,35.6586
2385,El Metn,Warehouse,0,0,2025-03-16 14:51:46.777793+00,730,900000,33.9006,35.6178
2386,Beirut,Land,0,0,2025-03-16 14:51:46.875074+00,501,3000000,33.8886,35.4955
2387,Jbeil,Chalet,2,1,2025-03-16 14:51:46.97096+00,120,300000,34.1236,35.6455
2388,Jbeil,Commercial Building,0,0,2025-03-16 14:51:47.060002+00,1350,1200000,34.1236,35.6455
2389,Jbeil,Chalet,3,4,2025-03-16 14:51:47.150062+00,240,320000,34.1236,35.6455
2390,Jbeil,Land,0,0,2025-03-16 14:51:47.2499+00,7154,7155000,34.1236,35.6455
2391,Beirut,Apartment,3,3,2025-03-16 14:51:47.397046+00,230,850000,33.8886,35.4955
2392,Beirut,Apartment,2,2,2025-03-16 14:51:47.488972+00,150,500000,33.8886,35.4955
2393,El Metn,Apartment,3,4,2025-03-16 14:51:47.589112+00,235,385000,33.9006,35.6178
2394,El Metn,Land,0,0,2025-03-16 14:51:47.685901+00,1000,1200000,33.9006,35.6178
2395,Kesrouane,Land,0,0,2025-03-16 14:51:47.77322+00,1000,300000,33.9808,35.6856
2396,Jbeil,Apartment,4,4,2025-03-16 14:51:47.926698+00,312,470000,34.1236,35.6455
2397,Batroun,Land,0,0,2025-03-16 14:51:48.02884+00,1370,150000,34.2556,35.6586
2398,Beirut,Apartment,3,2,2025-03-16 14:51:48.125317+00,227,1000000,33.8886,35.4955
2399,El Metn,Office,1,0,2025-03-16 14:51:48.220807+00,100,300000,33.9006,35.6178
2401,Jbeil,Land,0,0,2025-03-16 14:51:48.406254+00,1950,120000,34.1236,35.6455
2402,Jbeil,Land,0,0,2025-03-16 14:51:48.499903+00,800,75000,34.1236,35.6455
2403,Jbeil,Apartment,2,2,2025-03-16 14:51:48.58675+00,150,150000,34.1236,35.6455
2404,Baabda,Apartment,3,4,2025-03-16 14:51:48.686094+00,200,400000,33.8333,35.5442
2405,Beirut,Apartment,2,2,2025-03-16 14:51:48.790751+00,155,390000,33.8886,35.4955
2406,El Metn,Apartment,2,2,2025-03-16 14:51:48.891493+00,110,199000,33.9006,35.6178
2407,Beirut,Apartment,3,3,2025-03-16 14:51:48.9988+00,250,600000,33.8886,35.4955
2408,Beirut,Apartment,3,3,2025-03-16 14:51:49.094924+00,245,700000,33.8886,35.4955
2409,El Metn,Apartment,3,4,2025-03-16 14:51:49.193423+00,295,700000,33.9006,35.6178
2410,El Metn,Land,0,0,2025-03-16 14:51:49.281896+00,505,1875000,33.9006,35.6178
2411,Beirut,Land,0,0,2025-03-16 14:51:49.37555+00,470,4000000,33.8886,35.4955
2412,Beirut,Apartment,3,3,2025-03-16 14:51:49.465326+00,176,415000,33.8886,35.4955
2413,El Metn,Apartment,3,3,2025-03-16 14:51:49.55579+00,192,340000,33.9006,35.6178
2414,El Metn,Apartment,4,4,2025-03-16 14:51:49.654055+00,400,600000,33.9006,35.6178
2416,Kesrouane,Apartment,3,4,2025-03-16 14:51:49.836353+00,213,430000,33.9808,35.6856
2417,Jbeil,Apartment,2,2,2025-03-16 14:51:49.922514+00,118,136000,34.1236,35.6455
2418,Kesrouane,House/Villa,3,2,2025-03-16 14:51:50.02816+00,300,600000,33.9808,35.6856
2419,Jbeil,Land,0,0,2025-03-16 14:51:50.118249+00,1515,200000,34.1236,35.6455
2420,Jbeil,Warehouse,1,0,2025-03-16 14:51:50.2269+00,545,520000,34.1236,35.6455
2421,El Metn,Apartment,2,3,2025-03-16 14:51:50.327355+00,168,299000,33.9006,35.6178
2422,El Metn,Apartment,2,3,2025-03-16 14:51:50.426144+00,168,375000,33.9006,35.6178
2424,Jbeil,Land,0,0,2025-03-16 14:51:50.604806+00,5700,2500000,34.1236,35.6455
2425,El Metn,Shop,1,0,2025-03-16 14:51:50.697511+00,147,250000,33.9006,35.6178
2426,El Metn,Shop,1,0,2025-03-16 14:51:50.791626+00,170,290000,33.9006,35.6178
2429,Jbeil,Apartment,2,2,2025-03-16 14:51:51.069372+00,118,136000,34.1236,35.6455
2430,Batroun,Apartment,3,3,2025-03-16 14:51:51.179969+00,166,250000,34.2556,35.6586
2431,Batroun,Apartment,3,3,2025-03-16 14:51:51.398958+00,175,225000,34.2556,35.6586
2434,Beirut,Apartment,2,3,2025-03-16 14:51:51.77598+00,200,480000,33.8886,35.4955
2435,Jbeil,Commercial Building,0,0,2025-03-16 14:51:51.87588+00,480,300000,34.1236,35.6455
2436,Jbeil,Apartment,3,2,2025-03-16 14:51:51.972733+00,150,100000,34.1236,35.6455
2437,Kesrouane,Apartment,3,2,2025-03-16 14:51:52.071241+00,160,300000,33.9808,35.6856
2438,Baabda,Apartment,4,5,2025-03-16 14:51:52.164996+00,360,650000,33.8333,35.5442
2439,El Metn,Apartment,2,3,2025-03-16 14:51:52.254263+00,168,280000,33.9006,35.6178
2440,El Metn,House/Villa,5,5,2025-03-16 14:51:52.35354+00,600,1700000,33.9006,35.6178
2441,Baabda,Office,1,0,2025-03-16 14:51:52.456302+00,95,230000,33.8333,35.5442
2442,El Metn,Apartment,3,2,2025-03-16 14:51:52.543732+00,145,240000,33.9006,35.6178
2443,Jbeil,House/Villa,4,3,2025-03-16 14:51:52.629167+00,350,500000,34.1236,35.6455
2444,Kesrouane,Apartment,3,2,2025-03-16 14:51:52.716466+00,165,200000,33.9808,35.6856
2445,Jbeil,Land,0,0,2025-03-16 14:51:52.808334+00,15550,622000,34.1236,35.6455
2446,Jbeil,Land,0,0,2025-03-16 14:51:52.902263+00,4010,1100000,34.1236,35.6455
2447,Jbeil,Land,0,0,2025-03-16 14:51:52.989494+00,4110,250000,34.1236,35.6455
2448,Beirut,Apartment,3,3,2025-03-16 14:51:53.087872+00,200,430000,33.8886,35.4955
2449,Jbeil,Apartment,3,3,2025-03-16 14:51:53.173441+00,340,220000,34.1236,35.6455
2451,Jbeil,Shop,1,0,2025-03-16 14:51:53.353719+00,50,95000,34.1236,35.6455
2452,Kesrouane,Apartment,2,3,2025-03-16 14:51:53.448929+00,185,200000,33.9808,35.6856
2453,El Metn,Shop,0,0,2025-03-16 14:51:53.536085+00,205,750000,33.9006,35.6178
2454,Kesrouane,Apartment,3,4,2025-03-16 14:51:53.627697+00,275,400000,33.9808,35.6856
2455,El Metn,Land,0,0,2025-03-16 14:51:53.727238+00,877,1000000,33.9006,35.6178
2456,El Metn,Apartment,3,3,2025-03-16 14:51:53.813574+00,135,195000,33.9006,35.6178
2457,Jbeil,Land,0,0,2025-03-16 14:51:53.909228+00,1509,350000,34.1236,35.6455
2458,Jbeil,Apartment,4,2,2025-03-16 14:51:54.007179+00,205,190000,34.1236,35.6455
2459,Kesrouane,Apartment,3,3,2025-03-16 14:51:54.114912+00,190,230000,33.9808,35.6856
2461,Kesrouane,Land,0,0,2025-03-16 14:51:54.320137+00,2000,500000,33.9808,35.6856
2462,Kesrouane,Apartment,3,4,2025-03-16 14:51:54.420766+00,255,600000,33.9808,35.6856
2463,El Metn,Warehouse,0,0,2025-03-16 14:51:54.533207+00,320,320000,33.9006,35.6178
2464,El Metn,Warehouse,0,0,2025-03-16 14:51:54.624348+00,520,480000,33.9006,35.6178
2465,Jbeil,Land,0,0,2025-03-16 14:51:54.715996+00,1100,155000,34.1236,35.6455
2466,Jbeil,Apartment,3,2,2025-03-16 14:51:54.808702+00,125,110000,34.1236,35.6455
2467,Jbeil,Apartment,3,3,2025-03-16 14:51:54.911415+00,150,150000,34.1236,35.6455
2468,Jbeil,Apartment,2,2,2025-03-16 14:51:55.015213+00,130,130000,34.1236,35.6455
2469,El Metn,Apartment,3,4,2025-03-16 14:51:55.114105+00,450,950000,33.9006,35.6178
2470,El Metn,Apartment,3,3,2025-03-16 14:51:55.298384+00,220,230000,33.9006,35.6178
2471,Kesrouane,Apartment,3,3,2025-03-16 14:51:55.411665+00,150,240000,33.9808,35.6856
2472,Jbeil,Land,0,0,2025-03-16 14:51:55.507986+00,2350,400000,34.1236,35.6455
2473,Jbeil,Residential Building,0,0,2025-03-16 14:51:55.597488+00,2040,3000000,34.1236,35.6455
2474,El Metn,Office,1,0,2025-03-16 14:51:55.732222+00,75,250000,33.9006,35.6178
2475,Batroun,Land,0,0,2025-03-16 14:51:55.85974+00,14118,850000,34.2556,35.6586
2476,Kesrouane,Chalet,1,0,2025-03-16 14:51:55.948702+00,60,190000,33.9808,35.6856
2477,Kesrouane,Apartment,3,3,2025-03-16 14:51:56.040414+00,200,350000,33.9808,35.6856
2478,Kesrouane,Apartment,3,3,2025-03-16 14:51:56.258032+00,200,340000,33.9808,35.6856
2479,Kesrouane,Land,0,0,2025-03-16 14:51:56.360907+00,7548,1434000,33.9808,35.6856
2480,Kesrouane,Apartment,3,3,2025-03-16 14:51:56.454232+00,240,240000,33.9808,35.6856
2481,El Metn,Warehouse,0,0,2025-03-16 14:51:56.560475+00,2000,2000000,33.9006,35.6178
2482,Jbeil,Apartment,3,3,2025-03-16 14:51:56.65736+00,160,165000,34.1236,35.6455
2483,El Metn,Apartment,3,3,2025-03-16 14:51:56.756339+00,210,255000,33.9006,35.6178
2484,El Metn,Shop,1,0,2025-03-16 14:51:56.880972+00,35,105000,33.9006,35.6178
2485,Baabda,Apartment,2,4,2025-03-16 14:51:57.043679+00,150,300000,33.8333,35.5442
2487,El Metn,Apartment,4,4,2025-03-16 14:51:57.222072+00,295,650000,33.9006,35.6178
2488,El Metn,Shop,1,0,2025-03-16 14:51:57.310378+00,400,2000000,33.9006,35.6178
2489,El Metn,Shop,1,0,2025-03-16 14:51:57.40272+00,145,725000,33.9006,35.6178
2490,Jbeil,Land,0,0,2025-03-16 14:51:57.492644+00,22181,4435000,34.1236,35.6455
2491,El Metn,Apartment,4,3,2025-03-16 14:51:57.583334+00,275,370000,33.9006,35.6178
2492,El Metn,Office,1,0,2025-03-16 14:51:57.681988+00,123,395000,33.9006,35.6178
2493,El Metn,Office,1,0,2025-03-16 14:51:57.787173+00,95,304000,33.9006,35.6178
2494,El Metn,Apartment,3,3,2025-03-16 14:51:57.889365+00,200,400000,33.9006,35.6178
2495,El Metn,Apartment,2,3,2025-03-16 14:51:57.979093+00,160,230000,33.9006,35.6178
2496,Kesrouane,Apartment,3,3,2025-03-16 14:51:58.07881+00,165,190000,33.9808,35.6856
2497,El Metn,Office,1,0,2025-03-16 14:51:58.190281+00,150,480000,33.9006,35.6178
2498,Kesrouane,Shop,2,0,2025-03-16 14:51:58.290781+00,500,500000,33.9808,35.6856
2499,El Metn,Apartment,2,2,2025-03-16 14:51:58.378698+00,150,215000,33.9006,35.6178
2500,Kesrouane,Office,1,0,2025-03-16 14:51:58.484587+00,120,130000,33.9808,35.6856
2501,Baabda,Apartment,4,5,2025-03-16 14:51:58.591199+00,420,775000,33.8333,35.5442
2502,Batroun,Commercial Building,0,0,2025-03-16 14:51:58.682+00,986,300000,34.2556,35.6586
2503,El Metn,Apartment,2,2,2025-03-16 14:51:58.77297+00,120,185000,33.9006,35.6178
2504,Kesrouane,Apartment,2,3,2025-03-16 14:51:58.854577+00,133,160000,33.9808,35.6856
2505,Kesrouane,Shop,2,0,2025-03-16 14:51:58.961225+00,110,130000,33.9808,35.6856
2507,Kesrouane,Apartment,3,3,2025-03-16 14:51:59.175471+00,180,150000,33.9808,35.6856
2508,Jbeil,Apartment,3,3,2025-03-16 14:51:59.26066+00,230,240000,34.1236,35.6455
2509,El Metn,Factory,5,0,2025-03-16 14:51:59.384276+00,2850,3000000,33.9006,35.6178
2510,El Metn,Office,3,0,2025-03-16 14:51:59.487925+00,200,360000,33.9006,35.6178
2511,Kesrouane,Apartment,3,3,2025-03-16 14:51:59.575424+00,275,300000,33.9808,35.6856
2512,Jbeil,Land,0,0,2025-03-16 14:51:59.662437+00,1100,600000,34.1236,35.6455
2513,Kesrouane,Apartment,4,5,2025-03-16 14:51:59.754836+00,350,600000,33.9808,35.6856
2514,El Metn,Land,0,0,2025-03-16 14:51:59.841841+00,12000,3600000,33.9006,35.6178
2515,Kesrouane,Shop,1,0,2025-03-16 14:51:59.942275+00,100,120000,33.9808,35.6856
2516,Jbeil,Land,0,0,2025-03-16 14:52:00.035264+00,891,100000,34.1236,35.6455
2517,Jbeil,Land,0,0,2025-03-16 14:52:00.156857+00,3060,125000,34.1236,35.6455
2518,Kesrouane,Residential Building,0,0,2025-03-16 14:52:00.258683+00,960,750000,33.9808,35.6856
2519,Kesrouane,Apartment,3,2,2025-03-16 14:52:00.354935+00,170,160000,33.9808,35.6856
2520,Baabda,Apartment,3,4,2025-03-16 14:52:00.440991+00,260,490000,33.8333,35.5442
2521,Kesrouane,Apartment,3,3,2025-03-16 14:52:00.53486+00,195,150000,33.9808,35.6856
2522,El Metn,Apartment,4,3,2025-03-16 14:52:00.62434+00,240,450000,33.9006,35.6178
2523,Kesrouane,Land,0,0,2025-03-16 14:52:00.729621+00,1400,320000,33.9808,35.6856
2524,Jbeil,House/Villa,4,4,2025-03-16 14:52:00.818289+00,850,400000,34.1236,35.6455
2525,Baabda,Office,1,0,2025-03-16 14:52:00.911135+00,77,180000,33.8333,35.5442
2526,Baabda,Commercial Building,0,0,2025-03-16 14:52:01.001541+00,2441,2700000,33.8333,35.5442
2527,Jbeil,Land,0,0,2025-03-16 14:52:01.104483+00,710,120000,34.1236,35.6455
2528,Jbeil,Land,0,0,2025-03-16 14:52:01.195538+00,1880,350000,34.1236,35.6455
2529,Jbeil,Land,0,0,2025-03-16 14:52:01.287083+00,1600,245000,34.1236,35.6455
2530,Kesrouane,Chalet,1,2,2025-03-16 14:52:01.380541+00,70,250000,33.9808,35.6856
2531,El Metn,Land,0,0,2025-03-16 14:52:01.477756+00,614,1700000,33.9006,35.6178
2532,Kesrouane,Chalet,2,2,2025-03-16 14:52:01.570956+00,110,290000,33.9808,35.6856
2533,El Metn,Apartment,4,3,2025-03-16 14:52:01.675721+00,300,420000,33.9006,35.6178
2534,El Metn,Office,1,0,2025-03-16 14:52:01.772096+00,110,290000,33.9006,35.6178
2535,Beirut,Shop,1,0,2025-03-16 14:52:01.899478+00,55,137500,33.8886,35.4955
2536,Kesrouane,Apartment,5,3,2025-03-16 14:52:01.99115+00,400,375000,33.9808,35.6856
2537,Kesrouane,Apartment,5,3,2025-03-16 14:52:02.087546+00,400,500000,33.9808,35.6856
2538,Jbeil,Warehouse,1,0,2025-03-16 14:52:02.191448+00,400,225000,34.1236,35.6455
2539,Kesrouane,Apartment,3,3,2025-03-16 14:52:02.281986+00,300,300000,33.9808,35.6856
2540,El Metn,Apartment,3,3,2025-03-16 14:52:02.3739+00,156,250000,33.9006,35.6178
2541,Baabda,Apartment,3,3,2025-03-16 14:52:02.476464+00,170,330000,33.8333,35.5442
2542,Baabda,Apartment,4,5,2025-03-16 14:52:02.571102+00,270,370000,33.8333,35.5442
2543,El Metn,Apartment,3,3,2025-03-16 14:52:02.664434+00,210,250000,33.9006,35.6178
2544,El Metn,Apartment,3,3,2025-03-16 14:52:02.763625+00,190,350000,33.9006,35.6178
2545,El Metn,Apartment,4,4,2025-03-16 14:52:02.925117+00,270,290000,33.9006,35.6178
2546,Beirut,Shop,1,0,2025-03-16 14:52:03.01532+00,42,125000,33.8886,35.4955
2547,Baabda,Land,0,0,2025-03-16 14:52:03.107252+00,948,95000,33.8333,35.5442
2548,Kesrouane,Apartment,4,5,2025-03-16 14:52:03.214828+00,500,1800000,33.9808,35.6856
2550,El Metn,Apartment,3,4,2025-03-16 14:52:03.403728+00,300,650000,33.9006,35.6178
2551,Kesrouane,Land,0,0,2025-03-16 14:52:03.508663+00,1300,650000,33.9808,35.6856
2552,Jbeil,Residential Building,0,0,2025-03-16 14:52:03.600498+00,1400,400000,34.1236,35.6455
2553,Jbeil,Chalet,2,2,2025-03-16 14:52:03.68875+00,98,65000,34.1236,35.6455
2554,Jbeil,House/Villa,4,3,2025-03-16 14:52:03.779738+00,262,170000,34.1236,35.6455
2555,Batroun,Apartment,3,2,2025-03-16 14:52:03.875986+00,140,160000,34.2556,35.6586
2556,El Metn,Apartment,3,2,2025-03-16 14:52:03.977771+00,190,170000,33.9006,35.6178
2557,El Metn,Apartment,3,4,2025-03-16 14:52:04.083727+00,220,395000,33.9006,35.6178
