id,city,district,province,type,bedrooms,created_at,price_$,latitude,longitude,bathrooms,size_m2
2194,Faraya,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:25.973953+00,140000,33.9808,35.6856,0,850
2195,Kfarzebian,Kesrouane,Mount Lebanon,Chalet,4,2025-03-16 14:51:26.128707+00,1415000,33.9808,35.6856,6,471
2196,Kfarzebian,Kesrouane,Mount Lebanon,Chalet,4,2025-03-16 14:51:26.237918+00,985000,33.9808,35.6856,6,328
2197,Ghazir,Kesrouane,Mount Lebanon,Apartment,1,2025-03-16 14:51:26.353117+00,330000,33.9808,35.6856,1,110
2198,Ghazir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:26.473647+00,495000,33.9808,35.6856,4,164
2199,Adma,Kesrouane,Mount Lebanon,Apartment,5,2025-03-16 14:51:26.564986+00,650000,33.9808,35.6856,7,330
2200,Mar Roukoz,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:26.667216+00,350000,33.9006,35.6178,3,396
2201,Mar Roukoz,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:26.770082+00,230000,33.9006,35.6178,3,186
2202,Ras Osta,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:26.987723+00,105000,34.1236,35.6455,0,1710
2203,Tourzaiya,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:27.081868+00,97000,34.1236,35.6455,0,830
2204,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:27.410772+00,700000,34.1236,35.6455,0,1975
2205,Adma,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:27.60341+00,900000,33.9808,35.6856,0,1090
2206,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:27.931489+00,250000,33.9808,35.6856,4,260
2207,Zaarour,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:28.027741+00,880000,33.9006,35.6178,0,4720
2208,Fakra,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:51:28.222915+00,2200000,33.9808,35.6856,6,649
2209,Fakra,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:28.311338+00,1560000,33.9808,35.6856,5,413
2210,Fakra,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:28.408587+00,1995000,33.9808,35.6856,5,416
2211,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:28.596075+00,128000,34.1236,35.6455,2,115
2212,Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:28.880077+00,135000,34.1236,35.6455,2,125
2213,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:29.042603+00,173000,33.9006,35.6178,2,140
2214,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:29.184828+00,300000,34.1236,35.6455,5,360
2215,Halat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:29.281939+00,225000,34.1236,35.6455,3,210
2216,Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:29.374178+00,225000,33.9006,35.6178,3,150
2217,Sad El Baouchriye,El Metn,Mount Lebanon,Residential Building,0,2025-03-16 14:51:29.475877+00,2700000,33.9006,35.6178,0,1743
2218,Bouar,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:29.564882+00,350000,33.9808,35.6856,2,150
2219,Jbeil,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:51:29.658706+00,725000,34.1236,35.6455,3,390
2220,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:29.750973+00,3800000,33.9808,35.6856,0,1248
2221,Ouyoun Al Simen,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:29.896091+00,180000,33.9808,35.6856,2,100
2222,Jdabra,Batroun,North,Land,0,2025-03-16 14:51:30.013379+00,150000,34.2556,35.6586,0,1120
2223,Adonis,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.104215+00,300000,33.9808,35.6856,3,450
2224,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.264945+00,103000,33.9808,35.6856,2,110
2225,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.36409+00,920000,33.9006,35.6178,4,350
2226,Hboub,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.463367+00,200000,34.1236,35.6455,3,340
2227,Naccache,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:30.55428+00,466000,33.9006,35.6178,4,270
2228,Dekweneh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.656684+00,1003000,33.9006,35.6178,3,260
2229,Bsalim,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:30.756348+00,329000,33.9006,35.6178,4,204
2230,Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,2,2025-03-16 14:51:30.877139+00,600000,33.9808,35.6856,0,800
2231,Bijdarfel,Batroun,North,Land,0,2025-03-16 14:51:30.968571+00,320000,34.2556,35.6586,0,10237
2232,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:31.070503+00,260000,33.9006,35.6178,3,205
2233,Fatqa,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:31.175997+00,350000,33.9808,35.6856,6,350
2234,Faytroun,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:31.278361+00,2500000,33.9808,35.6856,0,17190
2235,Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:31.369986+00,130000,33.9808,35.6856,2,165
2236,Hadath,Baabda,Mount Lebanon,Shop,6,2025-03-16 14:51:31.47731+00,195000,33.8333,35.5442,0,250
2237,Qannabet Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:31.57158+00,325000,33.9006,35.6178,3,210
2238,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:31.66174+00,500000,33.8886,35.4955,3,160
2239,Batroun,Batroun,North,Apartment,1,2025-03-16 14:51:31.755808+00,250000,34.2556,35.6586,2,96
2240,Braij,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:31.849367+00,300000,34.1236,35.6455,0,1000
2241,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:31.944113+00,500000,34.1236,35.6455,0,1575
2242,Faytroun,Kesrouane,Mount Lebanon,Residential Building,0,2025-03-16 14:51:32.0294+00,2600000,33.9808,35.6856,0,2172
2243,Baabdat,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:32.120576+00,490000,33.9006,35.6178,3,280
2244,Kfarzebian,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:32.2104+00,750000,33.9808,35.6856,0,750
2245,Wata El Joz,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:32.327257+00,600000,33.9808,35.6856,0,15000
2246,Naccache,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:32.428031+00,350000,33.9006,35.6178,4,220
2247,Wata El Joz,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:32.538644+00,785000,33.9808,35.6856,0,3920
2248,Antelias,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:32.642177+00,550000,33.9006,35.6178,3,185
2249,Ghalboun,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:32.7403+00,490000,34.1236,35.6455,0,12000
2250,Batroun,Batroun,North,Land,0,2025-03-16 14:51:32.840318+00,31000000,34.2556,35.6586,0,6280
2251,Aamchit,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:32.953029+00,150000,34.1236,35.6455,3,300
2252,Barghoun,Koura,North,Land,0,2025-03-16 14:51:33.064151+00,2200000,34.3294,35.7931,0,15121
2253,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:33.151906+00,419500,34.1236,35.6455,0,3089
2254,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:33.244277+00,180000,33.9808,35.6856,4,250
2255,Broumana,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:33.35179+00,450000,33.9006,35.6178,3,300
2256,Mechmech,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:33.44059+00,600000,34.1236,35.6455,0,900
2257,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:33.543946+00,1200000,33.8886,35.4955,3,330
2258,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:33.636737+00,4200000,33.8886,35.4955,0,617
2259,Baabda,Baabda,Mount Lebanon,Land,0,2025-03-16 14:51:33.730885+00,900000,33.8333,35.5442,0,890
2260,Dekweneh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:33.821224+00,200000,33.9006,35.6178,2,140
2261,Rabweh,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:33.910971+00,425000,33.9006,35.6178,4,350
2262,Ghadir,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:34.001817+00,250000,33.9808,35.6856,3,180
2263,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:34.098441+00,350000,33.9808,35.6856,3,265
2264,Aamchit,Jbeil,Mount Lebanon,Apartment,1,2025-03-16 14:51:34.190256+00,55000,34.1236,35.6455,1,76
2265,Antelias,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:34.284612+00,265000,33.9006,35.6178,0,207
2266,Aoukar,El Metn,Mount Lebanon,Residential Building,0,2025-03-16 14:51:34.380903+00,917000,33.9006,35.6178,0,703
2267,Fanar,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:51:34.483869+00,320000,33.9006,35.6178,5,380
2268,Bchelli,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:34.604189+00,65000,34.1236,35.6455,1,90
2269,Berbara,Batroun,North,Land,0,2025-03-16 14:51:34.702131+00,5900000,34.2556,35.6586,0,3870
2270,Beit el Chaar,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:34.809452+00,3120000,33.9006,35.6178,0,2312
2271,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:51:34.917708+00,1450000,33.8886,35.4955,4,475
2272,Tabarja,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:35.01103+00,125000,33.9808,35.6856,2,124
2273,Faraya,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:35.100393+00,500000,33.9808,35.6856,3,200
2274,Mansourieh,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:35.227869+00,115000,33.9006,35.6178,2,115
2275,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:35.319126+00,155000,33.9006,35.6178,2,190
2276,Ghazir,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:35.424035+00,12500000,33.9808,35.6856,0,2500
2277,Sahel Alma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:35.570578+00,440000,33.9808,35.6856,4,240
2278,Ouyoun Al Simen,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:51:35.986428+00,2500000,33.9808,35.6856,5,440
2279,Beit Meri,El Metn,Mount Lebanon,Commercial Building,2,2025-03-16 14:51:36.077255+00,1200000,33.9006,35.6178,0,550
2280,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:36.507871+00,4500000,33.8886,35.4955,0,1157
2281,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:36.607056+00,130000,34.1236,35.6455,0,825
2282,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:36.705888+00,230000,34.1236,35.6455,0,2386
2283,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:36.80002+00,250000,33.8886,35.4955,2,130
2284,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:36.899116+00,300000,34.1236,35.6455,0,850
2285,Haret Sakher,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:37.043479+00,280000,33.9808,35.6856,4,220
2286,Sahel Alma,Kesrouane,Mount Lebanon,Shop,2,2025-03-16 14:51:37.145626+00,125000,33.9808,35.6856,0,130
2287,Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:37.256062+00,330000,33.9006,35.6178,4,222
2288,Jeita,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:37.355777+00,250000,33.9808,35.6856,3,135
2289,Lehfed,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:37.45053+00,70000,34.1236,35.6455,0,1250
2290,Kfarzebian,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:37.565205+00,405000,33.9808,35.6856,2,200
2291,Safra,Kesrouane,Mount Lebanon,Gas Station,1,2025-03-16 14:51:37.661729+00,450000,33.9808,35.6856,0,650
2292,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:37.756524+00,1100000,33.8886,35.4955,3,325
2293,Faytroun,Kesrouane,Mount Lebanon,Residential Building,0,2025-03-16 14:51:37.849416+00,2500000,33.9808,35.6856,0,1520
2294,Kfour,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:37.935538+00,150000,33.9808,35.6856,3,230
2295,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:38.033102+00,450000,33.9006,35.6178,3,235
2296,Broumana,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:38.12134+00,220000,33.9006,35.6178,3,154
2297,Mastita,Jbeil,Mount Lebanon,Commercial Building,9,2025-03-16 14:51:38.214989+00,450000,34.1236,35.6455,0,1800
2298,Sahel Alma,Kesrouane,Mount Lebanon,Shop,4,2025-03-16 14:51:38.312005+00,650000,33.9808,35.6856,0,750
2299,Antelias,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:38.406588+00,1800000,33.9006,35.6178,0,606
2300,Ain Saadeh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:38.496868+00,430000,33.9006,35.6178,4,215
2301,Faytroun,Kesrouane,Mount Lebanon,Residential Building,3,2025-03-16 14:51:38.581452+00,950000,33.9808,35.6856,2,1400
2302,Bechtelida,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:38.675855+00,3550000,34.1236,35.6455,0,44000
2303,Zouk Mosbeh,Kesrouane,Mount Lebanon,Warehouse,1,2025-03-16 14:51:38.785727+00,130000,33.9808,35.6856,0,230
2304,Ballouneh,Kesrouane,Mount Lebanon,House/Villa,4,2025-03-16 14:51:38.887587+00,750000,33.9808,35.6856,5,500
2305,Kfarzebian,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:38.981799+00,1400000,33.9808,35.6856,4,250
2306,Nabey,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:39.085271+00,280000,33.9006,35.6178,0,533
2307,Braij,Jbeil,Mount Lebanon,Residential Building,25,2025-03-16 14:51:39.193762+00,3000000,34.1236,35.6455,9,5000
2308,Bekaatat Achkout,Kesrouane,Bekaa,Land,0,2025-03-16 14:51:39.300197+00,160000,33.9808,35.6856,0,610
2309,Sahel Alma,Kesrouane,Mount Lebanon,Chalet,2,2025-03-16 14:51:39.399345+00,120000,33.9808,35.6856,1,70
2310,Hamat,Batroun,North,House/Villa,6,2025-03-16 14:51:39.495627+00,450000,34.2556,35.6586,5,660
2311,Bcheale,Batroun,North,Land,0,2025-03-16 14:51:39.606865+00,1000000,34.2556,35.6586,0,8100
2312,Daychounieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:39.700372+00,225000,33.9006,35.6178,3,150
2313,Daychounieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:39.801208+00,180000,33.9006,35.6178,3,150
2314,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:39.886721+00,660000,33.9808,35.6856,5,240
2315,Kfarzebian,Kesrouane,Mount Lebanon,House/Villa,3,2025-03-16 14:51:39.977486+00,500000,33.9808,35.6856,4,600
2316,Bouar,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:40.064295+00,500000,33.9808,35.6856,0,2000
2317,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:40.169717+00,340000,33.9006,35.6178,3,167
2318,Beit Chabeb,El Metn,Mount Lebanon,Apartment,2,2025-03-16 14:51:40.270899+00,150000,33.9006,35.6178,2,140
2319,Blat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:40.363329+00,550000,34.1236,35.6455,0,1100
2320,Mar Roukoz,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:40.450383+00,300000,33.9006,35.6178,3,174
2321,Ghazir,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:40.547006+00,170000,33.9808,35.6856,2,130
2322,Biyada,El Metn,Mount Lebanon,Apartment,6,2025-03-16 14:51:40.645906+00,950000,33.9006,35.6178,5,700
2323,Mansourieh,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:40.74439+00,350000,33.9006,35.6178,4,276
2324,Dlebta,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:40.836969+00,660000,33.9808,35.6856,0,3300
2325,Dlebta,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:40.932013+00,1100000,33.9808,35.6856,0,5500
2326,Faraya,Kesrouane,Mount Lebanon,Chalet,3,2025-03-16 14:51:41.026856+00,250000,33.9808,35.6856,3,110
2327,Mansourieh,El Metn,Mount Lebanon,Shop,3,2025-03-16 14:51:41.124562+00,400000,33.9006,35.6178,0,190
2328,Blat,Jbeil,Mount Lebanon,Apartment,3,2025-03-16 14:51:41.214171+00,155000,34.1236,35.6455,2,140
2329,Aatchane,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:41.310301+00,600000,33.9006,35.6178,4,240
2330,Achrafieh,Beirut,Beirut,Apartment,4,2025-03-16 14:51:41.401792+00,1100000,33.8886,35.4955,3,300
2331,Zalka,El Metn,Mount Lebanon,Commercial Building,2,2025-03-16 14:51:41.51211+00,750000,33.9006,35.6178,0,500
2332,Zalka,El Metn,Mount Lebanon,Warehouse,1,2025-03-16 14:51:41.596385+00,450000,33.9006,35.6178,0,200
2333,Jbeil,Jbeil,Mount Lebanon,House/Villa,3,2025-03-16 14:51:41.707091+00,480000,34.1236,35.6455,1,350
2334,Haret Sakher,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:41.801013+00,475000,33.9808,35.6856,3,265
2335,Tabarja,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:41.885041+00,1200000,33.9808,35.6856,5,500
2336,Tabarja,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:41.976763+00,600000,33.9808,35.6856,3,227
2337,Baabdat,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:42.066014+00,850000,33.9006,35.6178,0,1350
2338,Arayia,Baabda,Mount Lebanon,Land,0,2025-03-16 14:51:42.158843+00,1250000,33.8333,35.5442,0,2500
2339,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:42.247783+00,850000,33.9808,35.6856,5,500
2340,Tannourine,Batroun,North,Land,0,2025-03-16 14:51:42.339371+00,85000,34.2556,35.6586,0,830
2341,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:42.432916+00,550000,33.8886,35.4955,3,185
2342,Dbayeh,El Metn,Mount Lebanon,Apartment,5,2025-03-16 14:51:42.521852+00,4150000,33.9006,35.6178,6,700
2343,Arayia,Baabda,Mount Lebanon,Land,0,2025-03-16 14:51:42.610755+00,700000,33.8333,35.5442,0,1400
2344,Al Jamhour,Baabda,Mount Lebanon,Shop,0,2025-03-16 14:51:42.705876+00,600000,33.8333,35.5442,0,350
2345,Gherfine,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:42.796946+00,125000,34.1236,35.6455,2,125
2346,Mechmech,Jbeil,Mount Lebanon,Chalet,3,2025-03-16 14:51:42.884662+00,125000,34.1236,35.6455,2,140
2347,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:42.978947+00,1950000,33.8886,35.4955,3,300
2348,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:43.069518+00,475000,33.8886,35.4955,2,375
2349,Adma,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:43.158126+00,400000,33.9808,35.6856,4,300
2350,Rayfoun,Kesrouane,Mount Lebanon,House/Villa,3,2025-03-16 14:51:43.25237+00,1100000,33.9808,35.6856,3,300
2351,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:43.346755+00,560000,33.8886,35.4955,3,200
2352,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:43.447053+00,459000,33.8886,35.4955,3,170
2353,Jbeil,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:43.551294+00,1900000,34.1236,35.6455,0,18666
2354,Bentaael,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:43.662145+00,2000000,34.1236,35.6455,0,16150
2355,Achrafieh,Beirut,Beirut,Shop,1,2025-03-16 14:51:43.753856+00,150000,33.8886,35.4955,0,90
2356,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:43.967649+00,500000,33.8886,35.4955,3,235
2357,Beit Meri,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:44.058105+00,475000,33.9006,35.6178,3,190
2358,Antelias,El Metn,Mount Lebanon,Shop,1,2025-03-16 14:51:44.156707+00,150000,33.9006,35.6178,0,50
2359,Mar Takla,Baabda,Mount Lebanon,Land,0,2025-03-16 14:51:44.244358+00,2100000,33.8333,35.5442,0,1000
2360,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:44.33596+00,430000,33.9006,35.6178,4,320
2361,Arayia,Baabda,Mount Lebanon,Land,0,2025-03-16 14:51:44.422927+00,2400000,33.8333,35.5442,0,6000
2362,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:44.516754+00,850000,33.8886,35.4955,3,265
2363,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:44.608727+00,650000,33.8886,35.4955,3,265
2364,Aamchit,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:44.722373+00,155000,34.1236,35.6455,0,1036
2365,Dik El Mehdi,El Metn,Mount Lebanon,Apartment,4,2025-03-16 14:51:44.819175+00,900000,33.9006,35.6178,5,600
2366,Batroun,Batroun,North,Land,0,2025-03-16 14:51:44.920261+00,200000,34.2556,35.6586,0,850
2367,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:45.034912+00,450000,33.9808,35.6856,3,320
2368,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:45.16909+00,450000,33.8886,35.4955,3,200
2369,Mastita,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:45.268918+00,250000,34.1236,35.6455,0,1006
2370,Fatqa,Kesrouane,Mount Lebanon,Residential Building,6,2025-03-16 14:51:45.356298+00,950000,33.9808,35.6856,7,600
2371,Zouk Mikael,Kesrouane,Mount Lebanon,Shop,1,2025-03-16 14:51:45.440515+00,265000,33.9808,35.6856,0,86
2372,Baabda,Baabda,Mount Lebanon,Apartment,4,2025-03-16 14:51:45.543303+00,600000,33.8333,35.5442,6,319
2373,Monteverde,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:45.639483+00,410000,33.9006,35.6178,4,260
2374,kfarhbeib,Kesrouane,Mount Lebanon,Apartment,3,2025-03-16 14:51:45.727646+00,170000,33.9808,35.6856,3,187
2375,Zalka,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:45.822293+00,275000,33.9006,35.6178,0,105
2376,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:45.922312+00,190000,34.1236,35.6455,0,920
2377,Zouk Mikael,Kesrouane,Mount Lebanon,House/Villa,5,2025-03-16 14:51:46.017821+00,375000,33.9808,35.6856,7,375
2378,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,4,2025-03-16 14:51:46.104663+00,240000,33.9808,35.6856,3,220
2379,Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:46.236837+00,130000,33.9808,35.6856,2,200
2380,Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,2,2025-03-16 14:51:46.33426+00,260000,33.9808,35.6856,2,153
2381,Basbina,Batroun,North,Apartment,2,2025-03-16 14:51:46.42835+00,200000,34.2556,35.6586,2,135
2382,Laqlouq,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:46.514216+00,160000,34.1236,35.6455,0,1000
2383,Mtein,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:46.608671+00,990000,33.9006,35.6178,0,3500
2384,Kfar Aabida,Batroun,North,Land,0,2025-03-16 14:51:46.691253+00,12000000,34.2556,35.6586,0,7420
2385,Mansourieh,El Metn,Mount Lebanon,Warehouse,0,2025-03-16 14:51:46.777793+00,900000,33.9006,35.6178,0,730
2386,Achrafieh,Beirut,Beirut,Land,0,2025-03-16 14:51:46.875074+00,3000000,33.8886,35.4955,0,501
2387,Aamchit,Jbeil,Mount Lebanon,Chalet,2,2025-03-16 14:51:46.97096+00,300000,34.1236,35.6455,1,120
2388,Jbeil,Jbeil,Mount Lebanon,Commercial Building,0,2025-03-16 14:51:47.060002+00,1200000,34.1236,35.6455,0,1350
2389,Laqlouq,Jbeil,Mount Lebanon,Chalet,3,2025-03-16 14:51:47.150062+00,320000,34.1236,35.6455,4,240
2390,Halat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:47.2499+00,7155000,34.1236,35.6455,0,7154
2391,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:47.397046+00,850000,33.8886,35.4955,3,230
2392,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:47.488972+00,500000,33.8886,35.4955,2,150
2393,Mansourieh,El Metn,Mount Lebanon,Apartment,3,2025-03-16 14:51:47.589112+00,385000,33.9006,35.6178,4,235
2394,Mansourieh,El Metn,Mount Lebanon,Land,0,2025-03-16 14:51:47.685901+00,1200000,33.9006,35.6178,0,1000
2395,Shayle,Kesrouane,Mount Lebanon,Land,0,2025-03-16 14:51:47.77322+00,300000,33.9808,35.6856,0,1000
2396,Aamchit,Jbeil,Mount Lebanon,Apartment,4,2025-03-16 14:51:47.926698+00,470000,34.1236,35.6455,4,312
2397,Batroun,Batroun,North,Land,0,2025-03-16 14:51:48.02884+00,150000,34.2556,35.6586,0,1370
2398,Achrafieh,Beirut,Beirut,Apartment,3,2025-03-16 14:51:48.125317+00,1000000,33.8886,35.4955,2,227
2399,Zalka,El Metn,Mount Lebanon,Office,1,2025-03-16 14:51:48.220807+00,300000,33.9006,35.6178,0,100
2400,Qornet El Hamra,El Metn,Mount Lebanon,House/Villa,5,2025-03-16 14:51:48.320256+00,800000,33.9006,35.6178,6,1200
2401,Aabeidat,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:48.406254+00,120000,34.1236,35.6455,0,1950
2402,Ras Osta,Jbeil,Mount Lebanon,Land,0,2025-03-16 14:51:48.499903+00,75000,34.1236,35.6455,0,800
2403,Edde,Jbeil,Mount Lebanon,Apartment,2,2025-03-16 14:51:48.58675+00,150000,34.1236,35.6455,2,150
2404,Louaize,Baabda,Mount Lebanon,Apartment,3,2025-03-16 14:51:48.686094+00,400000,33.8333,35.5442,4,200
2405,Achrafieh,Beirut,Beirut,Apartment,2,2025-03-16 14:51:48.790751+00,390000,33.8886,35.4955,2,155
