City,District,Province,Type,Size m²,Bedrooms,Bathrooms,Price $,Latitude,Longitude
Naccache,El Metn,Mount Lebanon,Apartment,270,4,4,466000,33.9006,35.6178
Dekweneh,El Metn,Mount Lebanon,Apartment,260,3,3,1003000,33.9006,35.6178
Bsalim,El Metn,Mount Lebanon,Apartment,204,3,4,329000,33.9006,35.6178
Zouk Mikael,Kesrouane,Mount Lebanon,Warehouse,800,2,0,600000,33.9808,35.6856
Bijdarfel,Batroun,North,Land,10237,0,0,320000,34.2556,35.6586
Mansourieh,El Metn,Mount Lebanon,Apartment,205,3,3,260000,33.9006,35.6178
Fatqa,Kesrouane,Mount Lebanon,Apartment,350,4,6,350000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,Land,17190,0,0,2500000,33.9808,35.6856
Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,165,3,2,130000,33.9808,35.6856
Hadath,Baabda,Mount Lebanon,Shop,250,6,0,195000,33.8333,35.5442
Qannabet Broumana,El Metn,Mount Lebanon,Apartment,210,3,3,325000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,160,3,3,500000,33.8886,35.4955
Batroun,Batroun,North,Apartment,96,1,2,250000,34.2556,35.6586
Braij,Jbeil,Mount Lebanon,Land,1000,0,0,300000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,1575,0,0,500000,34.1236,35.6455
Faytroun,Kesrouane,Mount Lebanon,Residential Building,2172,0,0,2600000,33.9808,35.6856
Baabdat,El Metn,Mount Lebanon,Apartment,280,3,3,490000,33.9006,35.6178
Kfarzebian,Kesrouane,Mount Lebanon,Land,750,0,0,750000,33.9808,35.6856
Wata El Joz,Kesrouane,Mount Lebanon,Land,15000,0,0,600000,33.9808,35.6856
Naccache,El Metn,Mount Lebanon,Apartment,220,3,4,350000,33.9006,35.6178
Wata El Joz,Kesrouane,Mount Lebanon,Land,3920,0,0,785000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Apartment,185,3,3,550000,33.9006,35.6178
Ghalboun,Jbeil,Mount Lebanon,Land,12000,0,0,490000,34.1236,35.6455
Batroun,Batroun,North,Land,6280,0,0,31000000,34.2556,35.6586
Aamchit,Jbeil,Mount Lebanon,Apartment,300,3,3,150000,34.1236,35.6455
Barghoun,Koura,North,Land,15121,0,0,2200000,34.3294,35.7931
Laqlouq,Jbeil,Mount Lebanon,Land,3089,0,0,419500,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,250,2,4,180000,33.9808,35.6856
Broumana,El Metn,Mount Lebanon,Apartment,300,2,3,450000,33.9006,35.6178
Mechmech,Jbeil,Mount Lebanon,Land,900,0,0,600000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,330,3,3,1200000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Land,617,0,0,4200000,33.8886,35.4955
Baabda,Baabda,Mount Lebanon,Land,890,0,0,900000,33.8333,35.5442
Dekweneh,El Metn,Mount Lebanon,Apartment,140,3,2,200000,33.9006,35.6178
Rabweh,El Metn,Mount Lebanon,Apartment,350,4,4,425000,33.9006,35.6178
Ghadir,Kesrouane,Mount Lebanon,Apartment,180,3,3,250000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,265,3,3,350000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Apartment,76,1,1,55000,34.1236,35.6455
Antelias,El Metn,Mount Lebanon,Office,207,1,0,265000,33.9006,35.6178
Aoukar,El Metn,Mount Lebanon,Residential Building,703,0,0,917000,33.9006,35.6178
Fanar,El Metn,Mount Lebanon,Apartment,380,5,5,320000,33.9006,35.6178
Bchelli,Jbeil,Mount Lebanon,Apartment,90,2,1,65000,34.1236,35.6455
Berbara,Batroun,North,Land,3870,0,0,5900000,34.2556,35.6586
Beit el Chaar,El Metn,Mount Lebanon,Land,2312,0,0,3120000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,475,4,4,1450000,33.8886,35.4955
Tabarja,Kesrouane,Mount Lebanon,Apartment,124,2,2,125000,33.9808,35.6856
Faraya,Kesrouane,Mount Lebanon,Chalet,200,3,3,500000,33.9808,35.6856
Mansourieh,El Metn,Mount Lebanon,Apartment,115,2,2,115000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,190,3,2,155000,33.9006,35.6178
Ghazir,Kesrouane,Mount Lebanon,Land,2500,0,0,12500000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,240,3,4,440000,33.9808,35.6856
Ouyoun Al Simen,Kesrouane,Mount Lebanon,House/Villa,440,4,5,2500000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Commercial Building,550,2,0,1200000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Land,1157,0,0,4500000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Land,825,0,0,130000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Land,2386,0,0,230000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,130,2,2,250000,33.8886,35.4955
Blat,Jbeil,Mount Lebanon,Land,850,0,0,300000,34.1236,35.6455
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,220,3,4,280000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Shop,130,2,0,125000,33.9808,35.6856
Broumana,El Metn,Mount Lebanon,Apartment,222,3,4,330000,33.9006,35.6178
Jeita,Kesrouane,Mount Lebanon,Apartment,135,3,3,250000,33.9808,35.6856
Lehfed,Jbeil,Mount Lebanon,Land,1250,0,0,70000,34.1236,35.6455
Kfarzebian,Kesrouane,Mount Lebanon,Chalet,200,3,2,405000,33.9808,35.6856
Safra,Kesrouane,Mount Lebanon,Gas Station,650,1,0,450000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,325,2,3,1100000,33.8886,35.4955
Faytroun,Kesrouane,Mount Lebanon,Residential Building,1520,0,0,2500000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,Apartment,230,3,3,150000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Apartment,235,3,3,450000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,154,3,3,220000,33.9006,35.6178
Mastita,Jbeil,Mount Lebanon,Commercial Building,1800,9,0,450000,34.1236,35.6455
Sahel Alma,Kesrouane,Mount Lebanon,Shop,750,4,0,650000,33.9808,35.6856
Antelias,El Metn,Mount Lebanon,Land,606,0,0,1800000,33.9006,35.6178
Ain Saadeh,El Metn,Mount Lebanon,Apartment,215,3,4,430000,33.9006,35.6178
Faytroun,Kesrouane,Mount Lebanon,Residential Building,1400,3,2,950000,33.9808,35.6856
Bechtelida,Jbeil,Mount Lebanon,Land,44000,0,0,3550000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Warehouse,230,1,0,130000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,House/Villa,500,4,5,750000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Chalet,250,3,4,1400000,33.9808,35.6856
Nabey,El Metn,Mount Lebanon,Land,533,0,0,280000,33.9006,35.6178
Braij,Jbeil,Mount Lebanon,Residential Building,5000,25,9,3000000,34.1236,35.6455
Bekaatat Achkout,Kesrouane,Bekaa,Land,610,0,0,160000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Chalet,70,2,1,120000,33.9808,35.6856
Hamat,Batroun,North,House/Villa,660,6,5,450000,34.2556,35.6586
Bcheale,Batroun,North,Land,8100,0,0,1000000,34.2556,35.6586
Daychounieh,El Metn,Mount Lebanon,Apartment,150,3,3,225000,33.9006,35.6178
Daychounieh,El Metn,Mount Lebanon,Apartment,150,3,3,180000,33.9006,35.6178
Adma,Kesrouane,Mount Lebanon,Apartment,240,3,5,660000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,House/Villa,600,3,4,500000,33.9808,35.6856
Bouar,Kesrouane,Mount Lebanon,Land,2000,0,0,500000,33.9808,35.6856
Mansourieh,El Metn,Mount Lebanon,Apartment,167,3,3,340000,33.9006,35.6178
Beit Chabeb,El Metn,Mount Lebanon,Apartment,140,2,2,150000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Land,1100,0,0,550000,34.1236,35.6455
Mar Roukoz,El Metn,Mount Lebanon,Apartment,174,3,3,300000,33.9006,35.6178
Ghazir,Kesrouane,Mount Lebanon,Apartment,130,2,2,170000,33.9808,35.6856
Biyada,El Metn,Mount Lebanon,Apartment,700,6,5,950000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,276,4,4,350000,33.9006,35.6178
Dlebta,Kesrouane,Mount Lebanon,Land,3300,0,0,660000,33.9808,35.6856
Dlebta,Kesrouane,Mount Lebanon,Land,5500,0,0,1100000,33.9808,35.6856
Faraya,Kesrouane,Mount Lebanon,Chalet,110,3,3,250000,33.9808,35.6856
Mansourieh,El Metn,Mount Lebanon,Shop,190,3,0,400000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,Apartment,140,3,2,155000,34.1236,35.6455
Aatchane,El Metn,Mount Lebanon,Apartment,240,3,4,600000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,300,4,3,1100000,33.8886,35.4955
Zalka,El Metn,Mount Lebanon,Commercial Building,500,2,0,750000,33.9006,35.6178
Zalka,El Metn,Mount Lebanon,Warehouse,200,1,0,450000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,House/Villa,350,3,1,480000,34.1236,35.6455
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,265,3,3,475000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Apartment,500,4,5,1200000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Apartment,227,2,3,600000,33.9808,35.6856
Baabdat,El Metn,Mount Lebanon,Land,1350,0,0,850000,33.9006,35.6178
Arayia,Baabda,Mount Lebanon,Land,2500,0,0,1250000,33.8333,35.5442
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,500,4,5,850000,33.9808,35.6856
Tannourine,Batroun,North,Land,830,0,0,85000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,185,3,3,550000,33.8886,35.4955
Dbayeh,El Metn,Mount Lebanon,Apartment,700,5,6,4150000,33.9006,35.6178
Arayia,Baabda,Mount Lebanon,Land,1400,0,0,700000,33.8333,35.5442
Al Jamhour,Baabda,Mount Lebanon,Shop,350,0,0,600000,33.8333,35.5442
Gherfine,Jbeil,Mount Lebanon,Apartment,125,2,2,125000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,Chalet,140,3,2,125000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,300,3,3,1950000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,375,3,2,475000,33.8886,35.4955
Adma,Kesrouane,Mount Lebanon,Apartment,300,3,4,400000,33.9808,35.6856
Rayfoun,Kesrouane,Mount Lebanon,House/Villa,300,3,3,1100000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,200,3,3,560000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,170,2,3,459000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Land,18666,0,0,1900000,34.1236,35.6455
Bentaael,Jbeil,Mount Lebanon,Land,16150,0,0,2000000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Shop,90,1,0,150000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,235,3,3,500000,33.8886,35.4955
Beit Meri,El Metn,Mount Lebanon,Apartment,190,3,3,475000,33.9006,35.6178
Antelias,El Metn,Mount Lebanon,Shop,50,1,0,150000,33.9006,35.6178
Mar Takla,Baabda,Mount Lebanon,Land,1000,0,0,2100000,33.8333,35.5442
Monteverde,El Metn,Mount Lebanon,Apartment,320,3,4,430000,33.9006,35.6178
Arayia,Baabda,Mount Lebanon,Land,6000,0,0,2400000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,265,3,3,850000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,265,3,3,650000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Land,1036,0,0,155000,34.1236,35.6455
Dik El Mehdi,El Metn,Mount Lebanon,Apartment,600,4,5,900000,33.9006,35.6178
Batroun,Batroun,North,Land,850,0,0,200000,34.2556,35.6586
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,320,4,3,450000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,200,3,3,450000,33.8886,35.4955
Mastita,Jbeil,Mount Lebanon,Land,1006,0,0,250000,34.1236,35.6455
Fatqa,Kesrouane,Mount Lebanon,Residential Building,600,6,7,950000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Shop,86,1,0,265000,33.9808,35.6856
Baabda,Baabda,Mount Lebanon,Apartment,319,4,6,600000,33.8333,35.5442
Monteverde,El Metn,Mount Lebanon,Apartment,260,3,4,410000,33.9006,35.6178
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,187,3,3,170000,33.9808,35.6856
Zalka,El Metn,Mount Lebanon,Office,105,1,0,275000,33.9006,35.6178
Laqlouq,Jbeil,Mount Lebanon,Land,920,0,0,190000,34.1236,35.6455
Zouk Mikael,Kesrouane,Mount Lebanon,House/Villa,375,5,7,375000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,220,4,3,240000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,200,2,2,130000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,153,2,2,260000,33.9808,35.6856
Basbina,Batroun,North,Apartment,135,2,2,200000,34.2556,35.6586
Laqlouq,Jbeil,Mount Lebanon,Land,1000,0,0,160000,34.1236,35.6455
Mtein,El Metn,Mount Lebanon,Land,3500,0,0,990000,33.9006,35.6178
Kfar Aabida,Batroun,North,Land,7420,0,0,12000000,34.2556,35.6586
Mansourieh,El Metn,Mount Lebanon,Warehouse,730,0,0,900000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Land,501,0,0,3000000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Chalet,120,2,1,300000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Commercial Building,1350,0,0,1200000,34.1236,35.6455
Laqlouq,Jbeil,Mount Lebanon,Chalet,240,3,4,320000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Land,7154,0,0,7155000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,230,3,3,850000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,150,2,2,500000,33.8886,35.4955
Mansourieh,El Metn,Mount Lebanon,Apartment,235,3,4,385000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Land,1000,0,0,1200000,33.9006,35.6178
Shayle,Kesrouane,Mount Lebanon,Land,1000,0,0,300000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Apartment,312,4,4,470000,34.1236,35.6455
Batroun,Batroun,North,Land,1370,0,0,150000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,227,3,2,1000000,33.8886,35.4955
Zalka,El Metn,Mount Lebanon,Office,100,1,0,300000,33.9006,35.6178
Qornet El Hamra,El Metn,Mount Lebanon,House/Villa,1200,5,6,800000,33.9006,35.6178
Aabeidat,Jbeil,Mount Lebanon,Land,1950,0,0,120000,34.1236,35.6455
Ras Osta,Jbeil,Mount Lebanon,Land,800,0,0,75000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Apartment,150,2,2,150000,34.1236,35.6455
Louaize,Baabda,Mount Lebanon,Apartment,200,3,4,400000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,155,2,2,390000,33.8886,35.4955
Mar Roukoz,El Metn,Mount Lebanon,Apartment,110,2,2,199000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,250,3,3,600000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,245,3,3,700000,33.8886,35.4955
Horsh Tabet,El Metn,Mount Lebanon,Apartment,295,3,4,700000,33.9006,35.6178
Naccache,El Metn,Mount Lebanon,Land,505,0,0,1875000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Land,470,0,0,4000000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,176,3,3,415000,33.8886,35.4955
Sin El Fil,El Metn,Mount Lebanon,Apartment,192,3,3,340000,33.9006,35.6178
Sin El Fil,El Metn,Mount Lebanon,Apartment,400,4,4,600000,33.9006,35.6178
Adma,Kesrouane,Mount Lebanon,Apartment,637,6,6,750000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,213,3,4,430000,33.9808,35.6856
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,118,2,2,136000,34.1236,35.6455
Ghbale,Kesrouane,Mount Lebanon,House/Villa,300,3,2,600000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Land,1515,0,0,200000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Warehouse,545,1,0,520000,34.1236,35.6455
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,299000,33.9006,35.6178
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,375000,33.9006,35.6178
Rabieh,El Metn,Mount Lebanon,House/Villa,750,6,6,5000000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Land,5700,0,0,2500000,34.1236,35.6455
Roumie,El Metn,Mount Lebanon,Shop,147,1,0,250000,33.9006,35.6178
Roumie,El Metn,Mount Lebanon,Shop,170,1,0,290000,33.9006,35.6178
Halat,Jbeil,Mount Lebanon,House/Villa,500,6,0,750000,34.1236,35.6455
Ballouneh,Kesrouane,Mount Lebanon,House/Villa,2340,10,9,3750000,33.9808,35.6856
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,118,2,2,136000,34.1236,35.6455
Batroun,Batroun,North,Apartment,166,3,3,250000,34.2556,35.6586
Batroun,Batroun,North,Apartment,175,3,3,225000,34.2556,35.6586
Aamchit,Jbeil,Mount Lebanon,House/Villa,1200,9,8,1500000,34.1236,35.6455
Hazmieh,Baabda,Mount Lebanon,Apartment,338,4,6,750000,33.8333,35.5442
Achrafieh,Beirut,Beirut,Apartment,200,2,3,480000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Commercial Building,480,0,0,300000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,150,3,2,100000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,160,3,2,300000,33.9808,35.6856
Baabda,Baabda,Mount Lebanon,Apartment,360,4,5,650000,33.8333,35.5442
Aoukar,El Metn,Mount Lebanon,Apartment,168,2,3,280000,33.9006,35.6178
Monteverde,El Metn,Mount Lebanon,House/Villa,600,5,5,1700000,33.9006,35.6178
Baabda,Baabda,Mount Lebanon,Office,95,1,0,230000,33.8333,35.5442
Naccache,El Metn,Mount Lebanon,Apartment,145,3,2,240000,33.9006,35.6178
Blat,Jbeil,Mount Lebanon,House/Villa,350,4,3,500000,34.1236,35.6455
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,165,3,2,200000,33.9808,35.6856
Saki Rechmaya,Jbeil,Mount Lebanon,Land,15550,0,0,622000,34.1236,35.6455
Gherfine,Jbeil,Mount Lebanon,Land,4010,0,0,1100000,34.1236,35.6455
Mazraat el Siyad,Jbeil,Mount Lebanon,Land,4110,0,0,250000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,200,3,3,430000,33.8886,35.4955
Hboub,Jbeil,Mount Lebanon,Apartment,340,3,3,220000,34.1236,35.6455
Mejdel,Jbeil,Mount Lebanon,Apartment,3500,6,8,1000000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Shop,50,1,0,95000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,185,2,3,200000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Shop,205,0,0,750000,33.9006,35.6178
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,275,3,4,400000,33.9808,35.6856
Monteverde,El Metn,Mount Lebanon,Land,877,0,0,1000000,33.9006,35.6178
Zalka,El Metn,Mount Lebanon,Apartment,135,3,3,195000,33.9006,35.6178
Edde,Jbeil,Mount Lebanon,Land,1509,0,0,350000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,205,4,2,190000,34.1236,35.6455
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,190,3,3,230000,33.9808,35.6856
Kfour,Kesrouane,Mount Lebanon,House/Villa,900,9,9,1200000,33.9808,35.6856
Faraya,Kesrouane,Mount Lebanon,Land,2000,0,0,500000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,255,3,4,600000,33.9808,35.6856
Jdeideh,El Metn,Mount Lebanon,Warehouse,320,0,0,320000,33.9006,35.6178
Jdeideh,El Metn,Mount Lebanon,Warehouse,520,0,0,480000,33.9006,35.6178
Ras Osta,Jbeil,Mount Lebanon,Land,1100,0,0,155000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Apartment,125,3,2,110000,34.1236,35.6455
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,150000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Apartment,130,2,2,130000,34.1236,35.6455
Rabieh,El Metn,Mount Lebanon,Apartment,450,3,4,950000,33.9006,35.6178
Naccache,El Metn,Mount Lebanon,Apartment,220,3,3,230000,33.9006,35.6178
Safra,Kesrouane,Mount Lebanon,Apartment,150,3,3,240000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Land,2350,0,0,400000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Residential Building,2040,0,0,3000000,34.1236,35.6455
Bouchrieh,El Metn,Mount Lebanon,Office,75,1,0,250000,33.9006,35.6178
Bqosmaiya,Batroun,North,Land,14118,0,0,850000,34.2556,35.6586
Tabarja,Kesrouane,Mount Lebanon,Chalet,60,1,0,190000,33.9808,35.6856
Maameltein,Kesrouane,Mount Lebanon,Apartment,200,3,3,350000,33.9808,35.6856
Maameltein,Kesrouane,Mount Lebanon,Apartment,200,3,3,340000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,Land,7548,0,0,1434000,33.9808,35.6856
Adonis,Kesrouane,Mount Lebanon,Apartment,240,3,3,240000,33.9808,35.6856
Dekweneh,El Metn,Mount Lebanon,Warehouse,2000,0,0,2000000,33.9006,35.6178
Edde,Jbeil,Mount Lebanon,Apartment,160,3,3,165000,34.1236,35.6455
Qornet El Hamra,El Metn,Mount Lebanon,Apartment,210,3,3,255000,33.9006,35.6178
Qornet El Hamra,El Metn,Mount Lebanon,Shop,35,1,0,105000,33.9006,35.6178
Hazmieh,Baabda,Mount Lebanon,Apartment,150,2,4,300000,33.8333,35.5442
Hrajel,Kesrouane,Mount Lebanon,House/Villa,900,4,6,1200000,33.9808,35.6856
Kornet Chehwan,El Metn,Mount Lebanon,Apartment,295,4,4,650000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Shop,400,1,0,2000000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Shop,145,1,0,725000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Land,22181,0,0,4435000,34.1236,35.6455
Ain Aar,El Metn,Mount Lebanon,Apartment,275,4,3,370000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Office,123,1,0,395000,33.9006,35.6178
Dbayeh,El Metn,Mount Lebanon,Office,95,1,0,304000,33.9006,35.6178
Jdeideh,El Metn,Mount Lebanon,Apartment,200,3,3,400000,33.9006,35.6178
Mansourieh,El Metn,Mount Lebanon,Apartment,160,2,3,230000,33.9006,35.6178
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,165,3,3,190000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Office,150,1,0,480000,33.9006,35.6178
Haret Sakher,Kesrouane,Mount Lebanon,Shop,500,2,0,500000,33.9808,35.6856
Nabey,El Metn,Mount Lebanon,Apartment,150,2,2,215000,33.9006,35.6178
Kaslik,Kesrouane,Mount Lebanon,Office,120,1,0,130000,33.9808,35.6856
Mar Takla,Baabda,Mount Lebanon,Apartment,420,4,5,775000,33.8333,35.5442
Batroun,Batroun,North,Commercial Building,986,0,0,300000,34.2556,35.6586
Antelias,El Metn,Mount Lebanon,Apartment,120,2,2,185000,33.9006,35.6178
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,133,2,3,160000,33.9808,35.6856
Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,110,2,0,130000,33.9808,35.6856
Mechmech,Jbeil,Mount Lebanon,Apartment,240,4,6,250000,34.1236,35.6455
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,180,3,3,150000,33.9808,35.6856
Edde,Jbeil,Mount Lebanon,Apartment,230,3,3,240000,34.1236,35.6455
Ain Saadeh,El Metn,Mount Lebanon,Factory,2850,5,0,3000000,33.9006,35.6178
Antelias,El Metn,Mount Lebanon,Office,200,3,0,360000,33.9006,35.6178
Ain El Rihani,Kesrouane,Mount Lebanon,Apartment,275,3,3,300000,33.9808,35.6856
Aannaya,Jbeil,Mount Lebanon,Land,1100,0,0,600000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,350,4,5,600000,33.9808,35.6856
Zaarour,El Metn,Mount Lebanon,Land,12000,0,0,3600000,33.9006,35.6178
Zouk Mosbeh,Kesrouane,Mount Lebanon,Shop,100,1,0,120000,33.9808,35.6856
Haqel,Jbeil,Mount Lebanon,Land,891,0,0,100000,34.1236,35.6455
Haqel,Jbeil,Mount Lebanon,Land,3060,0,0,125000,34.1236,35.6455
Ghosta,Kesrouane,Mount Lebanon,Residential Building,960,0,0,750000,33.9808,35.6856
Kaslik,Kesrouane,Mount Lebanon,Apartment,170,3,2,160000,33.9808,35.6856
Mar Takla,Baabda,Mount Lebanon,Apartment,260,3,4,490000,33.8333,35.5442
Zouk Mosbeh,Kesrouane,Mount Lebanon,Apartment,195,3,3,150000,33.9808,35.6856
Naccache,El Metn,Mount Lebanon,Apartment,240,4,3,450000,33.9006,35.6178
Ajaltoun,Kesrouane,Mount Lebanon,Land,1400,0,0,320000,33.9808,35.6856
Braij,Jbeil,Mount Lebanon,House/Villa,850,4,4,400000,34.1236,35.6455
Hazmieh,Baabda,Mount Lebanon,Office,77,1,0,180000,33.8333,35.5442
Hadath,Baabda,Mount Lebanon,Commercial Building,2441,0,0,2700000,33.8333,35.5442
Blat,Jbeil,Mount Lebanon,Land,710,0,0,120000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,1880,0,0,350000,34.1236,35.6455
Edde,Jbeil,Mount Lebanon,Land,1600,0,0,245000,34.1236,35.6455
Tabarja,Kesrouane,Mount Lebanon,Chalet,70,1,2,250000,33.9808,35.6856
Zalka,El Metn,Mount Lebanon,Land,614,0,0,1700000,33.9006,35.6178
Tabarja,Kesrouane,Mount Lebanon,Chalet,110,2,2,290000,33.9808,35.6856
Jal el Dib,El Metn,Mount Lebanon,Apartment,300,4,3,420000,33.9006,35.6178
Zalka,El Metn,Mount Lebanon,Office,110,1,0,290000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Shop,55,1,0,137500,33.8886,35.4955
Shayle,Kesrouane,Mount Lebanon,Apartment,400,5,3,375000,33.9808,35.6856
Shayle,Kesrouane,Mount Lebanon,Apartment,400,5,3,500000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Warehouse,400,1,0,225000,34.1236,35.6455
