City,District,Province,Type,Size m²,Bedrooms,Bathrooms,Price $,Latitude,Longitude
chnaniir,Kesrouane,Mount Lebanon,House/Villa,642,9,8,850000,33.9808,35.6856
Barbara,Jbeil,Mount Lebanon,Land,121000,0,0,16000000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Residential Building,5000,33,9,2000000,34.1236,35.6455
Mejdel,Jbeil,Mount Lebanon,Land,3491,0,0,210000,34.1236,35.6455
Ghazir,Kesrouane,Mount Lebanon,Land,772,0,0,950000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,Apartment,150,2,3,160000,34.1236,35.6455
Badaro,Beirut,Beirut,Apartment,155,2,2,265000,33.8886,35.4955
Jouret Al Ballout,El Metn,Mount Lebanon,Apartment,150,3,3,200000,33.9006,35.6178
Dlebta,Kesrouane,Mount Lebanon,Apartment,880,3,2,550000,33.9808,35.6856
Mkalles,El Metn,Mount Lebanon,Shop,240,1,0,800000,33.9006,35.6178
Furn El Chebbak,Baabda,Mount Lebanon,Shop,200,1,0,300000,33.8333,35.5442
Sad El Baouchriye,El Metn,Mount Lebanon,Land,551,0,0,1000000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Land,1800,0,0,270000,34.1236,35.6455
Faytroun,Kesrouane,Mount Lebanon,Apartment,150,3,3,175000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,200,3,4,290000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,208,3,4,320000,33.9808,35.6856
Dbayeh,El Metn,Mount Lebanon,Land,980,0,0,3000000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Shop,200,1,0,550000,34.1236,35.6455
Mtayleb,El Metn,Mount Lebanon,Apartment,350,4,4,700000,33.9006,35.6178
Nahr Ibrahim,Jbeil,Mount Lebanon,House/Villa,2270,6,6,1500000,34.1236,35.6455
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,417,4,5,485000,33.9808,35.6856
Bouar,Kesrouane,Mount Lebanon,Apartment,140,3,3,120000,33.9808,35.6856
Edde,Jbeil,Mount Lebanon,Land,816,0,0,175000,34.1236,35.6455
Tabarja,Kesrouane,Mount Lebanon,Apartment,110,2,2,125000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,235,3,4,290000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,210,3,4,300000,33.9808,35.6856
Beit Hebak,Jbeil,Mount Lebanon,Land,1200,0,0,150000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,185,3,3,165000,34.1236,35.6455
Achkout,Kesrouane,Mount Lebanon,Land,1250,0,0,200000,33.9808,35.6856
Sad El Baouchriye,El Metn,Mount Lebanon,Factory,350,3,0,220000,33.9006,35.6178
Bouar,Kesrouane,Mount Lebanon,Apartment,166,3,4,170000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,Chalet,110,2,2,200000,34.1236,35.6455
Qartaboun,Jbeil,Mount Lebanon,Apartment,107,2,2,100000,34.1236,35.6455
Ain Saadeh,El Metn,Mount Lebanon,Apartment,200,4,4,500000,33.9006,35.6178
Ain Saadeh,El Metn,Mount Lebanon,Apartment,160,3,4,330000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,House/Villa,300,4,4,1700000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,500,0,0,250000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Warehouse,340,0,0,130000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,310,3,3,325000,34.1236,35.6455
Bouar,Kesrouane,Mount Lebanon,Land,833,0,0,900000,33.9808,35.6856
Ghazir,Kesrouane,Mount Lebanon,Land,791,0,0,75000,33.9808,35.6856
Laqlouq,Jbeil,Mount Lebanon,Land,2070,0,0,200000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,200,3,3,200000,34.1236,35.6455
Hboub,Jbeil,Mount Lebanon,Apartment,212,3,3,250000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,125,2,2,132000,34.1236,35.6455
Rabweh,El Metn,Mount Lebanon,Apartment,240,2,3,325000,33.9006,35.6178
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,150,3,2,200000,33.9006,35.6178
Down Town,Beirut,Beirut,Apartment,230,3,4,1200000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Commercial Building,450,0,0,400000,34.1236,35.6455
Berbara,Batroun,North,Land,1200,0,0,300000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Office,220,3,0,600000,33.8886,35.4955
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,180,3,3,200000,33.9808,35.6856
Hboub,Jbeil,Mount Lebanon,House/Villa,900,5,6,1500000,34.1236,35.6455
Gherfine,Jbeil,Mount Lebanon,Apartment,210,3,3,140000,34.1236,35.6455
Kfour,Kesrouane,Mount Lebanon,Land,1650,0,0,825000,33.9808,35.6856
Ghazir,Kesrouane,Mount Lebanon,Land,1360,0,0,1100000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Land,1022,0,0,1800000,33.9808,35.6856
Raachine,Kesrouane,Mount Lebanon,House/Villa,175,4,4,300000,33.9808,35.6856
Naas,El Metn,Mount Lebanon,Land,2156,0,0,916000,33.9006,35.6178
Baabdat,El Metn,Mount Lebanon,Land,1180,0,0,767000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Apartment,450,4,4,450000,33.9006,35.6178
Mtayleb,El Metn,Mount Lebanon,Apartment,450,3,4,900000,33.9006,35.6178
Yarzeh,Baabda,Mount Lebanon,Land,1700,0,0,1475000,33.8333,35.5442
Ehmej,Jbeil,Mount Lebanon,Land,2835,0,0,285000,34.1236,35.6455
Clemenceau,Beirut,Beirut,Apartment,900,5,6,3200000,33.8886,35.4955
Mtein,El Metn,Mount Lebanon,Land,3450,0,0,210000,33.9006,35.6178
Ajaltoun,Kesrouane,Mount Lebanon,Land,3839,0,0,1650000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Shop,140,1,0,160000,33.9808,35.6856
Baabda,Baabda,Mount Lebanon,Apartment,340,4,4,665000,33.8333,35.5442
Nahr Ibrahim,Jbeil,Mount Lebanon,Land,6100,0,0,3050000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,460,4,5,1800000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,190,3,4,400000,33.8886,35.4955
Mastita,Jbeil,Mount Lebanon,Land,903,0,0,180000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Office,140,2,0,800000,33.8886,35.4955
Broumana,El Metn,Mount Lebanon,Apartment,450,5,5,410000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Office,420,3,0,975000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Apartment,101,2,2,130000,34.1236,35.6455
Anfe,Koura,North,Land,1030,0,0,190000,34.3294,35.7931
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,135000,34.1236,35.6455
Al Jamhour,Baabda,Mount Lebanon,Land,1095,0,0,295000,33.8333,35.5442
Jbeil,Jbeil,Mount Lebanon,Apartment,230,3,4,285000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Residential Building,1100,0,0,950000,34.1236,35.6455
okaybe,Kesrouane,Mount Lebanon,Land,712,0,0,880000,33.9808,35.6856
Blat,Jbeil,Mount Lebanon,Apartment,160,3,2,155000,34.1236,35.6455
Wata El Joz,Kesrouane,Mount Lebanon,Land,25484,0,0,2549000,33.9808,35.6856
Bkerke,Kesrouane,Mount Lebanon,Apartment,235,3,3,500000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Land,1569,0,0,5000000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Apartment,430,2,4,330000,34.1236,35.6455
bakish,Kesrouane,Mount Lebanon,Land,1000,0,0,200000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Shop,246,2,0,750000,34.1236,35.6455
Monsef,Jbeil,Mount Lebanon,Chalet,65,1,0,180000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,170,3,4,180000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,210,2,3,400000,33.8886,35.4955
Jbeil,Jbeil,Mount Lebanon,Apartment,125,2,2,165000,34.1236,35.6455
Maaysra,Kesrouane,Mount Lebanon,Land,1350,0,0,75000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Land,1315,0,0,185000,33.9808,35.6856
Fidar,Jbeil,Mount Lebanon,Chalet,100,2,2,150000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,145,3,3,350000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,270,3,3,500000,33.8886,35.4955
Mkalles,El Metn,Mount Lebanon,Factory,3000,5,0,3500000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,House/Villa,650,4,4,10000000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Land,614,0,0,338000,34.1236,35.6455
Aannaya,Jbeil,Mount Lebanon,Land,890,0,0,130000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Land,940,0,0,250000,34.1236,35.6455
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,380,3,5,400000,33.9808,35.6856
Broumana,El Metn,Mount Lebanon,Apartment,230,3,2,275000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Apartment,170,2,2,155000,34.1236,35.6455
Dekweneh,El Metn,Mount Lebanon,Office,85,1,0,180000,33.9006,35.6178
Aamchit,Jbeil,Mount Lebanon,Residential Building,850,0,0,600000,34.1236,35.6455
Jal el Dib,El Metn,Mount Lebanon,Apartment,260,3,3,250000,33.9006,35.6178
Sin El Fil,El Metn,Mount Lebanon,Office,225,2,0,450000,33.9006,35.6178
Achrafieh,Beirut,Beirut,Apartment,470,4,3,800000,33.8886,35.4955
Ras Beirut,Beirut,Beirut,Apartment,255,3,3,500000,33.8886,35.4955
Baabda,Baabda,Mount Lebanon,Apartment,270,3,4,650000,33.8333,35.5442
Adma,Kesrouane,Mount Lebanon,Apartment,180,3,3,220000,33.9808,35.6856
chnaniir,Kesrouane,Mount Lebanon,Land,1040,0,0,650000,33.9808,35.6856
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,90,2,1,93000,34.1236,35.6455
Aamchit,Jbeil,Mount Lebanon,Land,965,0,0,250000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,420,4,4,1250000,33.8886,35.4955
Bejje,Jbeil,Mount Lebanon,Land,7300,0,0,400000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Land,1235,0,0,370000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,140,2,2,425000,33.8886,35.4955
Kfarzebian,Kesrouane,Mount Lebanon,House/Villa,822,5,5,425000,33.9808,35.6856
Mansourieh,El Metn,Mount Lebanon,Apartment,300,3,5,380000,33.9006,35.6178
Bejje,Jbeil,Mount Lebanon,Land,1976,0,0,119000,34.1236,35.6455
Batroun,Batroun,North,Apartment,168,2,2,200000,34.2556,35.6586
Douar,El Metn,Mount Lebanon,Apartment,120,2,3,150000,33.9006,35.6178
Douar,El Metn,Mount Lebanon,Apartment,150,3,3,200000,33.9006,35.6178
Jdeideh,El Metn,Mount Lebanon,Apartment,240,3,3,300000,33.9006,35.6178
Naccache,El Metn,Mount Lebanon,Residential Building,510,0,0,499000,33.9006,35.6178
Halat,Jbeil,Mount Lebanon,Apartment,180,3,3,140000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Warehouse,460,1,0,300000,34.1236,35.6455
Fidar,Jbeil,Mount Lebanon,House/Villa,900,5,7,1500000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,300,3,4,220000,34.1236,35.6455
Nahr Ibrahim,Jbeil,Mount Lebanon,Apartment,170,3,3,135000,34.1236,35.6455
Baabdat,El Metn,Mount Lebanon,Land,3745,0,0,750000,33.9006,35.6178
Safra,Kesrouane,Mount Lebanon,Apartment,150,3,2,110000,33.9808,35.6856
Bouar,Kesrouane,Mount Lebanon,Land,720,0,0,300000,33.9808,35.6856
Ghosta,Kesrouane,Mount Lebanon,Apartment,165,3,2,105000,33.9808,35.6856
Ghosta,Kesrouane,Mount Lebanon,Apartment,170,3,3,150000,33.9808,35.6856
Rihaniyeh,Baabda,Mount Lebanon,Apartment,340,3,4,850000,33.8333,35.5442
Kaakour,El Metn,Mount Lebanon,Land,2200,0,0,350000,33.9006,35.6178
Kfarzebian,Kesrouane,Mount Lebanon,Land,600,0,0,600000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Land,5135,0,0,25500000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Land,258,0,0,1400000,33.8886,35.4955
Halat,Jbeil,Mount Lebanon,Apartment,95,3,3,120000,34.1236,35.6455
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,285,4,6,427000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,360,3,5,575000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,220,3,4,375000,33.9808,35.6856
Zikrit,El Metn,Mount Lebanon,Apartment,125,2,2,110000,33.9006,35.6178
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,128,3,1,110000,33.9808,35.6856
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Chalet,300,3,3,750000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,170,3,3,350000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,170,3,3,300000,33.9808,35.6856
Ajaltoun,Kesrouane,Mount Lebanon,House/Villa,350,5,5,2800000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Apartment,150,3,3,236000,34.1236,35.6455
Fatqa,Kesrouane,Mount Lebanon,Apartment,220,3,3,170000,33.9808,35.6856
Bikfaya,El Metn,Mount Lebanon,Land,1462,0,0,900000,33.9006,35.6178
Broumana,El Metn,Mount Lebanon,Land,1148,0,0,525000,33.9006,35.6178
Fatqa,Kesrouane,Mount Lebanon,Apartment,250,3,4,200000,33.9808,35.6856
Mastita,Jbeil,Mount Lebanon,Apartment,130,2,2,135000,34.1236,35.6455
Bouchrieh,El Metn,Mount Lebanon,Office,90,1,0,110000,33.9006,35.6178
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,200,3,3,230000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,135,2,2,180000,33.9808,35.6856
Klayaat,Kesrouane,Mount Lebanon,Apartment,155,2,2,150000,33.9808,35.6856
Hosrayel,Jbeil,Mount Lebanon,Apartment,145,3,3,160000,34.1236,35.6455
Mathaf,Beirut,Beirut,Office,214,2,0,642000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,500,4,3,2000000,33.8886,35.4955
Rayfoun,Kesrouane,Mount Lebanon,Apartment,350,4,6,675000,33.9808,35.6856
Fatqa,Kesrouane,Mount Lebanon,Land,1060,0,0,550000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Shop,150,1,0,100000,34.1236,35.6455
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Chalet,140,3,2,180000,33.9808,35.6856
Zalka,El Metn,Mount Lebanon,Apartment,220,3,2,250000,33.9006,35.6178
Bsalim,El Metn,Mount Lebanon,Apartment,250,3,3,600000,33.9006,35.6178
Braij,Jbeil,Mount Lebanon,House/Villa,600,4,8,1200000,34.1236,35.6455
Shayle,Kesrouane,Mount Lebanon,Apartment,195,3,3,200000,33.9808,35.6856
Gherfine,Jbeil,Mount Lebanon,House/Villa,1500,3,3,1700000,34.1236,35.6455
Zalka,El Metn,Mount Lebanon,Office,175,1,0,280000,33.9006,35.6178
Mastita,Jbeil,Mount Lebanon,Shop,100,2,0,100000,34.1236,35.6455
Fanar,El Metn,Mount Lebanon,Apartment,175,3,3,300000,33.9006,35.6178
Baabda,Baabda,Mount Lebanon,Land,766,0,0,1950000,33.8333,35.5442
Ballouneh,Kesrouane,Mount Lebanon,Apartment,360,3,3,350000,33.9808,35.6856
Faytroun,Kesrouane,Mount Lebanon,Land,2150,0,0,500000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,300,3,5,450000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,440,4,6,720000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,224,3,5,400000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,224,3,4,350000,33.9808,35.6856
Ghazir,Kesrouane,Mount Lebanon,Land,1577,0,0,2760000,33.9808,35.6856
Aamchit,Jbeil,Mount Lebanon,House/Villa,900,5,5,1800000,34.1236,35.6455
Kfarzebian,Kesrouane,Mount Lebanon,Land,888,0,0,100000,33.9808,35.6856
Kaslik,Kesrouane,Mount Lebanon,Apartment,300,3,4,500000,33.9808,35.6856
Baatouta,Kesrouane,Mount Lebanon,Land,3065,0,0,767000,33.9808,35.6856
Jbeil,Jbeil,Mount Lebanon,Apartment,98,2,1,150000,34.1236,35.6455
Tabarja,Kesrouane,Mount Lebanon,Apartment,150,3,3,210000,33.9808,35.6856
Fakra,Kesrouane,Mount Lebanon,Chalet,300,3,4,1300000,33.9808,35.6856
Braij,Jbeil,Mount Lebanon,Land,900,0,0,135000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,150,3,3,195000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,250,3,3,195000,34.1236,35.6455
Blat,Jbeil,Mount Lebanon,Apartment,125,2,2,120000,34.1236,35.6455
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,185,3,2,160000,33.9808,35.6856
Maaysra,Kesrouane,Mount Lebanon,Apartment,110,2,2,100000,33.9808,35.6856
Mahmerch,Batroun,North,Land,25000,0,0,375000,34.2556,35.6586
Klayaat,Kesrouane,Mount Lebanon,Land,1300,0,0,260000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,270,3,4,450000,33.9808,35.6856
Mansourieh,El Metn,Mount Lebanon,Warehouse,260,2,0,225000,33.9006,35.6178
Jounieh,Kesrouane,Mount Lebanon,Apartment,260,3,5,360000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Apartment,370,5,4,370000,33.9808,35.6856
Jounieh,Kesrouane,Mount Lebanon,Apartment,185,3,3,240000,33.9808,35.6856
Aannaya,Jbeil,Mount Lebanon,House/Villa,400,4,5,500000,34.1236,35.6455
Bouar,Kesrouane,Mount Lebanon,House/Villa,160,2,2,150000,33.9808,35.6856
Ain El Rihani,Kesrouane,Mount Lebanon,Land,1052,0,0,350000,33.9808,35.6856
Badaro,Beirut,Beirut,Apartment,300,4,4,735000,33.8886,35.4955
Aamchit,Jbeil,Mount Lebanon,Restaurant,490,0,0,1150000,34.1236,35.6455
Shayle,Kesrouane,Mount Lebanon,Apartment,145,2,3,155000,33.9808,35.6856
Aoukar,El Metn,Mount Lebanon,Land,3100,0,0,1250000,33.9006,35.6178
Hadath,Baabda,Mount Lebanon,Land,652,0,0,450000,33.8333,35.5442
Rayfoun,Kesrouane,Mount Lebanon,Land,1600,0,0,550000,33.9808,35.6856
Roumie,El Metn,Mount Lebanon,Land,1400,0,0,480000,33.9006,35.6178
Adonis,Kesrouane,Mount Lebanon,Residential Building,1500,0,0,3000000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,80,1,1,300000,33.8886,35.4955
okaybe,Kesrouane,Mount Lebanon,Land,9162,0,0,4000000,33.9808,35.6856
Jeita,Kesrouane,Mount Lebanon,Apartment,180,3,4,170000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Land,897,0,0,3000000,33.9808,35.6856
Halat,Jbeil,Mount Lebanon,Land,10000,0,0,2500000,34.1236,35.6455
Ouyoun Al Simen,Kesrouane,Mount Lebanon,Land,760,0,0,600000,33.9808,35.6856
Ehmej,Jbeil,Mount Lebanon,Land,1650,0,0,110000,34.1236,35.6455
Jbeil,Jbeil,Mount Lebanon,Apartment,300,4,5,300000,34.1236,35.6455
Rabweh,El Metn,Mount Lebanon,Land,744,0,0,600000,33.9006,35.6178
Bzebdine,Baabda,Mount Lebanon,Land,1264,0,0,126400,33.8333,35.5442
Tabarja,Kesrouane,Mount Lebanon,Apartment,135,2,2,140000,33.9808,35.6856
Barbara,Jbeil,Mount Lebanon,House/Villa,1731,3,3,750000,34.1236,35.6455
Ajaltoun,Kesrouane,Mount Lebanon,Apartment,250,3,4,150000,33.9808,35.6856
Batroun,Batroun,North,Land,1598,0,0,245000,34.2556,35.6586
Tabarja,Kesrouane,Mount Lebanon,Chalet,50,1,1,205000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,205,3,3,350000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Land,1075,0,0,215000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,200,3,2,600000,33.8886,35.4955
Ras Osta,Jbeil,Mount Lebanon,Chalet,88,2,2,79000,34.1236,35.6455
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,250,3,4,325000,33.9808,35.6856
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,260,3,4,425000,33.9808,35.6856
Qartaboun,Jbeil,Mount Lebanon,Apartment,147,3,3,160000,34.1236,35.6455
Ras Nahache,Batroun,North,Land,2495,0,0,600000,34.2556,35.6586
Fanar,El Metn,Mount Lebanon,Apartment,250,3,5,1100000,33.9006,35.6178
Jaj,Jbeil,Mount Lebanon,Land,32400,0,0,1000000,34.1236,35.6455
Bouar,Kesrouane,Mount Lebanon,Apartment,160,3,3,140000,33.9808,35.6856
Safra,Kesrouane,Mount Lebanon,Apartment,150,4,2,200000,33.9808,35.6856
Basbina,Batroun,North,Apartment,169,3,3,135000,34.2556,35.6586
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,280,3,4,650000,33.9808,35.6856
Mar Takla,Baabda,Mount Lebanon,Apartment,180,3,4,370000,33.8333,35.5442
Mechmech,Jbeil,Mount Lebanon,Residential Building,2000,0,0,500000,34.1236,35.6455
Dbayeh,El Metn,Mount Lebanon,Warehouse,640,1,0,600000,33.9006,35.6178
Daychounieh,El Metn,Mount Lebanon,Apartment,205,3,3,320000,33.9006,35.6178
Zouk Mikael,Kesrouane,Mount Lebanon,Land,625,0,0,750000,33.9808,35.6856
Beit Meri,El Metn,Mount Lebanon,Land,1274,0,0,1200000,33.9006,35.6178
Kfarzebian,Kesrouane,Mount Lebanon,Land,1250,0,0,270000,33.9808,35.6856
Aabdelle,Batroun,North,Land,5940,0,0,200000,34.2556,35.6586
Jrebta,Batroun,North,Land,4090,0,0,155000,34.2556,35.6586
Haret Sakher,Kesrouane,Mount Lebanon,Apartment,155,3,3,250000,33.9808,35.6856
Zouk Mikael,Kesrouane,Mount Lebanon,Apartment,150,3,3,145000,33.9808,35.6856
Kfar Aabida,Batroun,North,Land,14020,0,0,4206000,34.2556,35.6586
bakish,Kesrouane,Mount Lebanon,Land,6400,0,0,1600000,33.9808,35.6856
Sarba,Kesrouane,Mount Lebanon,Land,952,0,0,2000000,33.9808,35.6856
kfarhbeib,Kesrouane,Mount Lebanon,Apartment,270,3,4,290000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Chalet,181,4,3,435000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Chalet,140,3,3,280000,33.9808,35.6856
Tabarja,Kesrouane,Mount Lebanon,Chalet,42,1,0,400000,33.9808,35.6856
Mtayleb,El Metn,Mount Lebanon,Apartment,450,4,5,500000,33.9006,35.6178
Jbeil,Jbeil,Mount Lebanon,Shop,700,5,0,1200000,34.1236,35.6455
Mechmech,Jbeil,Mount Lebanon,House/Villa,210,3,3,200000,34.1236,35.6455
Achrafieh,Beirut,Beirut,Apartment,145,2,2,650000,33.8886,35.4955
Ain Al Remmane,Baabda,Mount Lebanon,Apartment,140,3,2,150000,33.8333,35.5442
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,270,3,3,550000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,285,4,4,655000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,545,7,6,624000,33.9808,35.6856
Lehfed,Jbeil,Mount Lebanon,Land,982,0,0,110000,34.1236,35.6455
Bouar,Kesrouane,Mount Lebanon,Apartment,125,4,4,270000,33.9808,35.6856
Raachine,Kesrouane,Mount Lebanon,Land,1200,0,0,100000,33.9808,35.6856
Adma,Kesrouane,Mount Lebanon,Apartment,210,3,4,710000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,485,5,7,610000,33.9808,35.6856
Sahel Alma,Kesrouane,Mount Lebanon,Apartment,310,4,5,460000,33.9808,35.6856
Fakra,Kesrouane,Mount Lebanon,Land,7775,0,0,777500,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Land,6065,0,0,300000,33.9808,35.6856
Safra,Kesrouane,Mount Lebanon,Chalet,92,2,1,375000,33.9808,35.6856
Mazraat Yachouh,El Metn,Mount Lebanon,Apartment,130,2,2,88000,33.9006,35.6178
Tabarja,Kesrouane,Mount Lebanon,Chalet,45,1,0,200000,33.9808,35.6856
Jeita,Kesrouane,Mount Lebanon,Chalet,73,2,1,170000,33.9808,35.6856
Batroun,Batroun,North,Residential Building,487,0,0,300000,34.2556,35.6586
Batroun,Batroun,North,Shop,55,1,0,400000,34.2556,35.6586
Tabarja,Kesrouane,Mount Lebanon,Shop,50,1,0,170000,33.9808,35.6856
Kfarzebian,Kesrouane,Mount Lebanon,Land,1210,0,0,150000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,270,3,4,650000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Shop,550,3,0,700000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Shop,60,1,0,175000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Shop,87,1,0,300000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,185,3,3,340000,33.8886,35.4955
Achrafieh,Beirut,Beirut,Apartment,165,2,3,450000,33.8886,35.4955
Batroun,Batroun,North,Apartment,165,3,3,175000,34.2556,35.6586
Achrafieh,Beirut,Beirut,Apartment,330,3,3,1000000,33.8886,35.4955
Basbina,Batroun,North,Apartment,200,2,3,200000,34.2556,35.6586
Basbina,Batroun,North,Apartment,142,2,3,142000,34.2556,35.6586
Batroun,Batroun,North,Apartment,85,1,1,115000,34.2556,35.6586
Jbeil,Jbeil,Mount Lebanon,Land,860,0,0,60000,34.1236,35.6455
Badaro,Beirut,Beirut,Apartment,365,3,5,680000,33.8886,35.4955
Jeita,Kesrouane,Mount Lebanon,Apartment,320,3,3,275000,33.9808,35.6856
Achrafieh,Beirut,Beirut,Apartment,380,3,5,1250000,33.8886,35.4955
Aleleh,Batroun,North,House/Villa,285,6,4,375000,34.2556,35.6586
Batroun,Batroun,North,Apartment,154,3,2,154000,34.2556,35.6586
Ballouneh,Kesrouane,Mount Lebanon,Apartment,234,3,3,360000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,Apartment,160,4,5,300000,33.9808,35.6856
Ballouneh,Kesrouane,Mount Lebanon,Apartment,155,2,3,350000,33.9808,35.6856
Aabrine,Batroun,North,House/Villa,300,3,4,350000,34.2556,35.6586
Blat,Jbeil,Mount Lebanon,Residential Building,1370,0,0,380000,34.1236,35.6455
Ballouneh,Kesrouane,Mount Lebanon,Apartment,165,3,3,190000,33.9808,35.6856
