Address,Price $,Size m²,Bedrooms,Bathrooms,Furnished
"Achrafieh, Beirut, Beirut",1980000,500,4,6,partly
"Achrafieh, Beirut, Beirut",490000,190,2,4,no
"Achrafieh, Beirut, Beirut",750000,300,3,3,no
"Achrafieh, Beirut, Beirut",1400000,350,3,4,partly
"Achrafieh, Beirut, Beirut",1000000,260,3,3,no
"Achrafieh, Beirut, Beirut",320000,102,2,2,no
"Blat, Jbeil, Mount Lebanon",80000,90,2,2,no
"Douar, El Metn, Mount Lebanon",120000,120,2,2,no
"Douar, El Metn, Mount Lebanon",120000,120,2,2,no
"Rabieh, El Metn, Mount Lebanon",230000,220,3,4,yes
"Maaysrah, Kesrouane, Mount Lebanon",310000,530,4,5,no
"Kahale, Aley, Mount Lebanon",394999,165,2,4,no
"Kousba, Koura, North",83000,130,2,3,no
"Batroun, Batroun, North",350000,1200,N/A,N/A,no
"Kahale, Aley, Mount Lebanon",349999,140,3,4,no
"Dbayeh, El Metn, Mount Lebanon",135000,100,2,2,no
"Mansourieh, El Metn, Mount Lebanon",189999,170,3,3,no
"Achrafieh, Beirut, Beirut",324999,96,2,2,yes
"Sioufi, Beirut, Beirut",1000000,460,3,4,partly
"Kaslik, Kesrouane, Mount Lebanon",189999,52,1,1,partly
"Baabda, Baabda, Mount Lebanon",520000,250,3,3,partly
"Baabda, Baabda, Mount Lebanon",300000,165,3,3,no
"Baabda, Baabda, Mount Lebanon",670000,340,4,5,no
"Baabda, Baabda, Mount Lebanon",325000,180,3,4,no
"Sahel Alma, Kesrouane, Mount Lebanon",135000,170,3,2,no
"Jbeil, Jbeil, Mount Lebanon",2530000,2300,N/A,N/A,no
"Jdeideh, El Metn, Mount Lebanon",230000,160,3,3,yes
"Adonis, Kesrouane, Mount Lebanon",220000,170,2,2,no
"Sahel Alma, Kesrouane, Mount Lebanon",200000,260,1,3,no
"Jbeil, Jbeil, Mount Lebanon",180000,153,3,3,no
"Adma, Kesrouane, Mount Lebanon",360000,285,4,4,no
"Rabieh, El Metn, Mount Lebanon",1500000,530,4,5,no
"Beit Meri, El Metn, Mount Lebanon",144999,100,2,2,no
"Sioufi, Beirut, Beirut",675000,253,4,3,no
"Rabieh, El Metn, Mount Lebanon",235000,220,3,3,yes
"Ain al-Mraiseh, Beirut, Beirut",690000,300,4,3,no
"Ouyoun Al Simen, Kesrouane, Mount Lebanon",450000,136,3,3,no
"Monteverde, El Metn, Mount Lebanon",2200000,630,4,6,yes
"Naqqache, El Metn, Mount Lebanon",350000,180,3,3,no
"Achrafieh, Beirut, Beirut",400000,180,3,4,no
"Mar Roukoz, El Metn, Mount Lebanon",325000,200,3,3,no
"Achrafieh, Beirut, Beirut",160000,120,2,2,no
"Boutchay, Baabda, Mount Lebanon",155000,135,3,3,no
"Mazraa, Beirut, Beirut",175000,155,3,2,partly
"Adma, Kesrouane, Mount Lebanon",990000,618,4,5,no
"Antelias, El Metn, Mount Lebanon",590000,228,3,4,no
"Gemayzeh, Beirut, Beirut",450000,128,2,3,yes
"Gemayzeh, Beirut, Beirut",280000,69,1,1,no
"Ajaltoun, Kesrouane, Mount Lebanon",450000,250,4,4,no
"furn al-hayek, Beirut, Beirut",480000,120,2,2,no
"Mar Chaaya, El Metn, Mount Lebanon",300000,345,5,3,no
"Faqra, Kesrouane, Mount Lebanon",600000,200,3,4,yes
"Kfar Aabida, Batroun, North",275000,215,3,3,yes
"Ajaltoun, Kesrouane, Mount Lebanon",399999,350,4,4,no
"Rabweh, El Metn, Mount Lebanon",274999,190,3,4,no
"Mazraat Yachouh, El Metn, Mount Lebanon",145000,160,3,3,partly
"Beit Chabeb, El Metn, Mount Lebanon",1550000,1000,6,8,yes
"Achrafieh, Beirut, Beirut",395000,280,3,4,no
"Mazraat Yachouh, El Metn, Mount Lebanon",229999,200,3,3,no
"Beit el Chaar, El Metn, Mount Lebanon",599999,735,N/A,N/A,no
"Kaslik, Kesrouane, Mount Lebanon",139999,40,1,1,yes
"Down Town, Beirut, Beirut",1400000,187,2,4,no
"Achrafieh, Beirut, Beirut",650000,225,3,4,no
"Achrafieh, Beirut, Beirut",480000,170,2,4,yes
"Ajaltoun, Kesrouane, Mount Lebanon",1500000,1000,5,6,no
"Ajaltoun, Kesrouane, Mount Lebanon",250000,190,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",270000,240,3,4,no
"Douar, El Metn, Mount Lebanon",110000,120,2,3,no
"Nahr Ibrahim, Jbeil, Mount Lebanon",134999,160,3,3,yes
"Blat, Jbeil, Mount Lebanon",129999,165,3,2,no
"Hosrayel, Jbeil, Mount Lebanon",100000,130,2,2,no
"Rabweh, El Metn, Mount Lebanon",229999,210,3,4,no
"Hosrayel, Jbeil, Mount Lebanon",110000,120,3,2,no
"Douar, El Metn, Mount Lebanon",120000,120,2,2,no
"Ajaltoun, Kesrouane, Mount Lebanon",220000,200,3,4,no
"Hazmieh, Baabda, Mount Lebanon",324999,185,3,4,no
"Hosrayel, Jbeil, Mount Lebanon",100000,120,2,2,no
"Bsous, Aley, Mount Lebanon",104999,150,3,2,no
"Ballouneh, Kesrouane, Mount Lebanon",515000,250,3,4,no
"Sioufi, Beirut, Beirut",525000,245,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",660000,380,5,6,no
"Ballouneh, Kesrouane, Mount Lebanon",205000,320,4,4,no
"Bir Hassan, Beirut, Beirut",875000,520,4,6,no
"Mansourieh, El Metn, Mount Lebanon",159999,124,2,3,yes
"Sioufi, Beirut, Beirut",500000,350,4,4,no
"Douar, El Metn, Mount Lebanon",135000,136,2,2,no
"Douar, El Metn, Mount Lebanon",120000,130,2,2,no
"Achrafieh, Beirut, Beirut",549000,160,3,3,no
"Safra, Kesrouane, Mount Lebanon",84000,100,2,2,no
"Safra, Kesrouane, Mount Lebanon",114000,240,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",105000,150,3,2,no
"Adonis, Kesrouane, Mount Lebanon",140000,155,3,4,no
"Baabda, Baabda, Mount Lebanon",270000,180,3,2,no
"Baabda, Baabda, Mount Lebanon",4700000,550,7,6,no
"Mansourieh, El Metn, Mount Lebanon",1600000,335,5,7,yes
"Brazilia, Baabda, Mount Lebanon",720000,250,3,4,no
"Achrafieh, Beirut, Beirut",540000,236,3,4,no
"Jouret Al Ballout, El Metn, Mount Lebanon",170000,125,2,3,no
"Monteverde, El Metn, Mount Lebanon",4900000,1750,5,8,yes
"Achrafieh, Beirut, Beirut",420000,175,3,2,no
"Achrafieh, Beirut, Beirut",646000,170,3,3,no
"Achrafieh, Beirut, Beirut",532000,140,2,2,no
"Achrafieh, Beirut, Beirut",975000,200,3,3,no
"Achrafieh, Beirut, Beirut",225000,75,1,1,no
"Dbayeh, El Metn, Mount Lebanon",199999,155,2,2,yes
"Mansourieh, El Metn, Mount Lebanon",139999,115,2,2,no
"Ballouneh, Kesrouane, Mount Lebanon",280000,235,4,5,no
"Ballouneh, Kesrouane, Mount Lebanon",380000,575,5,6,no
"Biaqout, El Metn, Mount Lebanon",129999,140,3,2,no
"Ajaltoun, Kesrouane, Mount Lebanon",300000,1150,N/A,N/A,no
"Ajaltoun, Kesrouane, Mount Lebanon",140000,165,3,2,no
"Ballouneh, Kesrouane, Mount Lebanon",220000,200,4,4,no
"Mansourieh, El Metn, Mount Lebanon",350000,400,N/A,2,partly
"Mansourieh, El Metn, Mount Lebanon",164999,110,2,2,no
"Ajaltoun, Kesrouane, Mount Lebanon",150000,183,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",99999,135,3,2,no
"Ballouneh, Kesrouane, Mount Lebanon",150000,165,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",324999,320,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",120000,180,3,3,no
"Bsalim, El Metn, Mount Lebanon",360000,280,3,4,no
"Ain Saadeh, El Metn, Mount Lebanon",500000,370,6,7,no
"Ajaltoun, Kesrouane, Mount Lebanon",1400000,750,4,6,no
"Ajaltoun, Kesrouane, Mount Lebanon",134999,175,3,3,no
"Ajaltoun, Kesrouane, Mount Lebanon",175000,219,4,5,no
"Ballouneh, Kesrouane, Mount Lebanon",190000,175,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",130000,210,3,3,no
"Ajaltoun, Kesrouane, Mount Lebanon",200000,210,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",750000,750,6,8,no
"Ballouneh, Kesrouane, Mount Lebanon",280000,280,4,4,no
"Ballouneh, Kesrouane, Mount Lebanon",180000,180,3,4,no
"Mansourieh, El Metn, Mount Lebanon",359999,330,4,4,partly
"Ajaltoun, Kesrouane, Mount Lebanon",1500000,650,3,5,yes
"Ajaltoun, Kesrouane, Mount Lebanon",139999,250,3,4,yes
"Ajaltoun, Kesrouane, Mount Lebanon",159000,170,3,3,no
"Achrafieh, Beirut, Beirut",1200000,373,4,6,no
"Rabweh, El Metn, Mount Lebanon",600000,300,3,5,no
"Ajaltoun, Kesrouane, Mount Lebanon",200000,220,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",400000,400,4,6,no
"Jal el Dib, El Metn, Mount Lebanon",240000,170,3,3,no
"Ajaltoun, Kesrouane, Mount Lebanon",130000,170,3,3,no
"Bsaba (Baabda), Baabda, Mount Lebanon",109999,165,3,3,no
"Zalka, El Metn, Mount Lebanon",94999,120,2,1,yes
"Horch Tabet, El Metn, Mount Lebanon",550000,186,3,2,no
"Antelias, El Metn, Mount Lebanon",165000,130,2,2,no
"Jal el Dib, El Metn, Mount Lebanon",385000,210,3,4,no
"Achrafieh, Beirut, Beirut",330000,105,2,2,no
"Verdun, Beirut, Beirut",680000,173,3,3,no
"Kfar Hazir, Koura, North",625000,400,4,5,yes
"Baabda, Baabda, Mount Lebanon",345000,155,3,2,no
"Baabda, Baabda, Mount Lebanon",280000,165,3,2,no
"Baabda, Baabda, Mount Lebanon",305000,180,3,3,no
"Sioufi, Beirut, Beirut",420000,230,3,2,no
"Beit Chabeb, El Metn, Mount Lebanon",600000,1168,N/A,N/A,no
"Cola, Beirut, Beirut",250000,185,3,2,no
"Achrafieh, Beirut, Beirut",1647000,500,5,5,no
"Achrafieh, Beirut, Beirut",369000,160,3,3,yes
"Saifi, Beirut, Beirut",1650000,437,3,6,no
"Zalka, El Metn, Mount Lebanon",220000,165,3,4,no
"Jal el Dib, El Metn, Mount Lebanon",170000,145,3,3,no
"Jal el Dib, El Metn, Mount Lebanon",220000,145,3,3,no
"Mazraat Yachouh, El Metn, Mount Lebanon",140000,130,3,2,no
"Zebdine, Jbeil, Mount Lebanon",110000,1547,N/A,N/A,no
"Horch Tabet, El Metn, Mount Lebanon",1200000,370,4,5,no
"Salim Slam, Beirut, Beirut",230000,178,3,3,no
"Haret Sakher, Kesrouane, Mount Lebanon",175000,165,3,3,yes
"Rabieh, El Metn, Mount Lebanon",3300000,899,4,3,no
"Kfarhbab, Kesrouane, Mount Lebanon",1080000,1200,N/A,N/A,no
"Haret Sakher, Kesrouane, Mount Lebanon",180000,290,3,4,no
"Monteverde, El Metn, Mount Lebanon",289500,170,3,3,no
"Rabieh, El Metn, Mount Lebanon",849999,530,4,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",380000,240,4,4,partly
"Sehayleh, Kesrouane, Mount Lebanon",155000,219,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",220000,210,3,5,no
"Ballouneh, Kesrouane, Mount Lebanon",320000,260,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",185000,300,3,4,no
"Hazmieh, Baabda, Mount Lebanon",419999,200,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",250000,228,6,5,no
"Hazmieh, Baabda, Mount Lebanon",235000,165,3,4,no
"Zalka, El Metn, Mount Lebanon",1431999,716,N/A,N/A,no
"Faraya, Kesrouane, Mount Lebanon",69999,55,1,1,yes
"Kaslik, Kesrouane, Mount Lebanon",82999,28,1,1,yes
"Bsalim, El Metn, Mount Lebanon",160000,135,2,2,no
"Ajaltoun, Kesrouane, Mount Lebanon",450000,250,4,5,no
"Sehayleh, Kesrouane, Mount Lebanon",250000,293,3,4,no
"Aicha Bakkar, Beirut, Beirut",325000,300,4,3,yes
"Ballouneh, Kesrouane, Mount Lebanon",110000,110,2,2,no
"Achrafieh, Beirut, Beirut",700000,175,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",635000,550,5,5,no
"Ballouneh, Kesrouane, Mount Lebanon",180000,500,5,5,no
"Ballouneh, Kesrouane, Mount Lebanon",125000,150,3,3,no
"Broummana, El Metn, Mount Lebanon",419999,260,5,6,no
"Monteverde, El Metn, Mount Lebanon",316200,156,3,3,no
"Monteverde, El Metn, Mount Lebanon",1165000,330,3,4,no
"Monteverde, El Metn, Mount Lebanon",1524000,660,4,4,no
"Monteverde, El Metn, Mount Lebanon",765000,330,3,4,no
"Bchamoun, Aley, Mount Lebanon",90000,120,2,3,no
"Broummana, El Metn, Mount Lebanon",195000,139,2,3,no
"Ballouneh, Kesrouane, Mount Lebanon",200000,165,2,3,no
"Bsalim, El Metn, Mount Lebanon",150000,205,2,2,no
"Ain Saadeh, El Metn, Mount Lebanon",350000,180,3,4,partly
"Ouyoun Broummana, El Metn, Mount Lebanon",334999,220,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",250000,185,3,4,no
"Hadath, Baabda, Mount Lebanon",114999,115,2,2,no
"Sehayleh, Kesrouane, Mount Lebanon",200000,135,3,2,no
"Bsous, Aley, Mount Lebanon",89999,125,2,2,no
"Sehayleh, Kesrouane, Mount Lebanon",155000,165,3,3,yes
"Jounieh, Kesrouane, Mount Lebanon",17999999,4700,8,8,yes
"Sehayleh, Kesrouane, Mount Lebanon",300000,235,4,5,no
"Beit Meri, El Metn, Mount Lebanon",449999,910,N/A,N/A,no
"Sehayleh, Kesrouane, Mount Lebanon",300000,190,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",170000,210,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",170000,160,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",70000,100,2,2,yes
"Ajaltoun, Kesrouane, Mount Lebanon",150000,210,3,4,no
"Achrafieh, Beirut, Beirut",280000,130,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",320000,580,N/A,N/A,no
"Achrafieh, Beirut, Beirut",1290000,365,4,5,no
"Jamhour, Baabda, Mount Lebanon",450000,220,3,5,no
"Achrafieh, Beirut, Beirut",360000,160,2,3,yes
"Achrafieh, Beirut, Beirut",320000,170,3,3,yes
"Achrafieh, Beirut, Beirut",265000,170,3,3,yes
"Achrafieh, Beirut, Beirut",700000,245,3,3,no
"Achrafieh, Beirut, Beirut",749999,290,4,5,no
"Ajaltoun, Kesrouane, Mount Lebanon",250000,250,2,4,yes
"Horch Tabet, El Metn, Mount Lebanon",550000,246,3,3,no
"Ajaltoun, Kesrouane, Mount Lebanon",135000,145,3,2,no
"Jeita, Kesrouane, Mount Lebanon",179000,250,4,5,no
"Ajaltoun, Kesrouane, Mount Lebanon",300000,240,4,4,no
"Ain Saadeh, El Metn, Mount Lebanon",399999,815,N/A,N/A,no
"Adma, Kesrouane, Mount Lebanon",174999,180,3,4,no
"Mar Roukoz, El Metn, Mount Lebanon",309999,180,3,3,no
"Zalka, El Metn, Mount Lebanon",159999,160,3,2,no
"Antelias, El Metn, Mount Lebanon",159999,140,3,2,no
"Ras El Nabeh, Beirut, Beirut",800000,330,3,5,no
"Ajaltoun, Kesrouane, Mount Lebanon",350000,240,4,4,no
"Jamhour, Baabda, Mount Lebanon",630000,310,3,5,no
"Kfarhbab, Kesrouane, Mount Lebanon",280000,225,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",170000,223,3,4,no
"Achrafieh, Beirut, Beirut",800000,380,3,3,no
"Dbayeh, El Metn, Mount Lebanon",185000,83,1,2,no
"Beit el Chaar, El Metn, Mount Lebanon",155000,140,2,2,no
"Dbayeh, El Metn, Mount Lebanon",162000,90,2,2,no
"Rabweh, El Metn, Mount Lebanon",650000,380,4,5,no
"Kornet Chehwan, El Metn, Mount Lebanon",350000,300,3,5,no
"Bqennaya, El Metn, Mount Lebanon",385000,210,3,4,no
"Nabay, El Metn, Mount Lebanon",230000,165,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",310000,218,3,5,no
"Jdeideh, El Metn, Mount Lebanon",130000,100,2,2,no
"Mazraa, Beirut, Beirut",650000,220,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",134999,330,2,2,no
"Ajaltoun, Kesrouane, Mount Lebanon",149999,235,4,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",550000,400,5,5,no
"Ajaltoun, Kesrouane, Mount Lebanon",550000,299,4,5,partly
"Achrafieh, Beirut, Beirut",1300000,450,3,4,partly
"Aamchit, Jbeil, Mount Lebanon",85000,130,2,2,yes
"Saifi, Beirut, Beirut",715000,166,2,3,no
"Broummana, El Metn, Mount Lebanon",335000,265,3,4,partly
"Jeita, Kesrouane, Mount Lebanon",300000,158,3,3,no
"Jeita, Kesrouane, Mount Lebanon",275000,158,3,3,no
"Jeita, Kesrouane, Mount Lebanon",250000,250,3,4,yes
"Jeita, Kesrouane, Mount Lebanon",170000,300,4,4,no
"Jeita, Kesrouane, Mount Lebanon",240000,200,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",270000,190,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",350000,190,4,4,no
"Jeita, Kesrouane, Mount Lebanon",130000,145,3,2,no
"Achrafieh, Beirut, Beirut",210000,128,2,2,no
"Achrafieh, Beirut, Beirut",450000,185,3,3,yes
"Sin El Fil, El Metn, Mount Lebanon",165000,160,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",125000,130,2,2,no
"Kfoun, Jbeil, Mount Lebanon",38000,700,N/A,N/A,no
"Achrafieh, Beirut, Beirut",350000,220,3,2,yes
"Ballouneh, Kesrouane, Mount Lebanon",95000,109,2,2,no
"Ballouneh, Kesrouane, Mount Lebanon",399999,330,4,4,no
"Sehayleh, Kesrouane, Mount Lebanon",270000,190,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",850000,450,5,6,yes
"Ballouneh, Kesrouane, Mount Lebanon",500000,245,3,4,no
"Ajaltoun, Kesrouane, Mount Lebanon",118000,120,2,2,partly
"Sehayleh, Kesrouane, Mount Lebanon",210000,320,4,4,no
"Sehayleh, Kesrouane, Mount Lebanon",184999,183,3,3,no
"Zouk Mikael, Kesrouane, Mount Lebanon",179999,200,4,3,no
"Monteverde, El Metn, Mount Lebanon",244999,1600,N/A,N/A,no
"Ain El Remmaneh (Baabda), Baabda, Mount Lebanon",141999,150,3,2,no
"Ballouneh, Kesrouane, Mount Lebanon",75000,90,2,1,yes
"Ballouneh, Kesrouane, Mount Lebanon",375000,260,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",160000,160,3,3,yes
"Jdeideh, El Metn, Mount Lebanon",130000,100,2,2,no
"Ballouneh, Kesrouane, Mount Lebanon",250000,420,3,4,no
"Bsalim, El Metn, Mount Lebanon",884000,1262,N/A,N/A,no
"Achrafieh, Beirut, Beirut",540000,200,3,4,no
"Down Town, Beirut, Beirut",1500000,210,3,5,no
"Achrafieh, Beirut, Beirut",450000,200,3,3,no
"Hamra, Beirut, Beirut",520000,310,4,4,no
"Ballouneh, Kesrouane, Mount Lebanon",320000,320,4,5,no
"Ballouneh, Kesrouane, Mount Lebanon",180000,190,4,3,no
"Ballouneh, Kesrouane, Mount Lebanon",146000,210,3,3,no
"Ain Saadeh, El Metn, Mount Lebanon",234999,171,3,4,no
"Qornet El Hamra, El Metn, Mount Lebanon",384000,240,3,5,no
"Faitroun, Kesrouane, Mount Lebanon",220000,110,2,2,yes
"Qornet El Hamra, El Metn, Mount Lebanon",150000,150,3,2,no
"Verdun, Beirut, Beirut",800000,300,4,4,no
"Mansourieh, El Metn, Mount Lebanon",280000,170,3,4,yes
"Sehayleh, Kesrouane, Mount Lebanon",135000,170,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",500000,600,4,6,no
"Antelias, El Metn, Mount Lebanon",250000,200,4,3,no
"Sehayleh, Kesrouane, Mount Lebanon",310000,288,3,5,yes
"Sehayleh, Kesrouane, Mount Lebanon",220000,260,4,3,yes
"Ballouneh, Kesrouane, Mount Lebanon",270000,205,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",260000,220,2,4,no
"Ballouneh, Kesrouane, Mount Lebanon",380000,380,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",164999,155,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",1300000,650,5,6,no
"Ballouneh, Kesrouane, Mount Lebanon",140000,170,3,2,no
"Fanar, El Metn, Mount Lebanon",340000,190,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",230000,210,4,3,no
"Jbeil, Jbeil, Mount Lebanon",950000,2370,N/A,N/A,no
"Jbeil, Jbeil, Mount Lebanon",500000,500,3,4,no
"Deir Al Qamar, Chouf, Mount Lebanon",275000,2205,N/A,N/A,no
"abed al-wahab inglizi, Beirut, Beirut",4700000,460,N/A,N/A,no
"Beit Chabeb, El Metn, Mount Lebanon",700000,550,7,8,no
"abed al-wahab inglizi, Beirut, Beirut",320000,80,1,1,no
"Dekwaneh, El Metn, Mount Lebanon",400000,250,4,4,no
"Sehayleh, Kesrouane, Mount Lebanon",165000,160,3,3,yes
"Ballouneh, Kesrouane, Mount Lebanon",262000,200,3,4,no
"Zouk Mikael, Kesrouane, Mount Lebanon",165000,165,3,4,no
"Mayrouba, Kesrouane, Mount Lebanon",1080000,36000,N/A,N/A,no
"Dik El Mehdi, El Metn, Mount Lebanon",105000,120,2,2,no
"Mtayleb, El Metn, Mount Lebanon",195000,173,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",160000,170,3,2,no
"Sehayleh, Kesrouane, Mount Lebanon",1200000,1199,5,6,yes
"Monteverde, El Metn, Mount Lebanon",575000,418,4,4,no
"Rabieh, El Metn, Mount Lebanon",239000,220,3,4,yes
"Mtayleb, El Metn, Mount Lebanon",860000,420,4,5,no
"Mtayleb, El Metn, Mount Lebanon",620000,260,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",1199999,2800,N/A,N/A,no
"Ballouneh, Kesrouane, Mount Lebanon",449999,270,3,5,no
"Dbayeh, El Metn, Mount Lebanon",248000,138,3,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",350000,500,N/A,N/A,no
"Tilal Ain Saade, El Metn, Mount Lebanon",105000,165,3,2,no
"Ballouneh, Kesrouane, Mount Lebanon",200000,245,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",300000,259,3,4,partly
"Sehayleh, Kesrouane, Mount Lebanon",200000,205,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",230000,220,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",350000,600,5,4,no
"Sehayleh, Kesrouane, Mount Lebanon",220000,220,4,5,no
"Sehayleh, Kesrouane, Mount Lebanon",160000,160,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",210000,209,4,4,no
"Sehayleh, Kesrouane, Mount Lebanon",250000,210,4,4,no
"Kornet Chehwan, El Metn, Mount Lebanon",234999,220,3,3,yes
"Sehayleh, Kesrouane, Mount Lebanon",124999,170,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",200000,120,2,2,no
"Ballouneh, Kesrouane, Mount Lebanon",190000,253,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",370000,200,2,4,yes
"Mar Elias, Beirut, Beirut",600000,326,3,3,yes
"Sehayleh, Kesrouane, Mount Lebanon",200000,190,3,4,yes
"Sehayleh, Kesrouane, Mount Lebanon",285000,300,4,5,no
"Achrafieh, Beirut, Beirut",700000,420,4,4,no
"Ain Aar, El Metn, Mount Lebanon",325000,202,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",300000,250,4,5,no
"Sehayleh, Kesrouane, Mount Lebanon",210000,165,3,3,partly
"Qennabet Broummana, El Metn, Mount Lebanon",254999,165,3,5,no
"Ballouneh, Kesrouane, Mount Lebanon",140000,220,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",660000,380,5,6,no
"Ballouneh, Kesrouane, Mount Lebanon",515000,250,3,4,no
"Dbayeh, El Metn, Mount Lebanon",269999,200,4,4,yes
"Ballouneh, Kesrouane, Mount Lebanon",380000,215,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",415000,285,3,4,yes
"Ballouneh, Kesrouane, Mount Lebanon",265000,440,4,4,no
"Ghadir, Kesrouane, Mount Lebanon",239999,240,4,5,no
"Ballouneh, Kesrouane, Mount Lebanon",300000,245,4,4,no
"Ballouneh, Kesrouane, Mount Lebanon",420000,245,3,4,no
"Ballouneh, Kesrouane, Mount Lebanon",400000,270,3,5,no
"Sehayleh, Kesrouane, Mount Lebanon",250000,180,3,5,no
"Ballouneh, Kesrouane, Mount Lebanon",150000,245,4,4,no
"Baabda, Baabda, Mount Lebanon",259999,125,2,2,partly
"Ballouneh, Kesrouane, Mount Lebanon",150000,220,3,4,no
"Wadi Chahrour, Baabda, Mount Lebanon",154999,180,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",145000,180,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",149000,175,2,3,no
"Baabdat, El Metn, Mount Lebanon",330000,220,3,3,no
"Mar Roukoz, El Metn, Mount Lebanon",300000,205,3,3,no
"Kornet Chehwan, El Metn, Mount Lebanon",590000,285,3,5,no
"Sehayleh, Kesrouane, Mount Lebanon",255000,175,3,4,no
"Sehayleh, Kesrouane, Mount Lebanon",150000,293,3,4,no
"Bsaba (Baabda), Baabda, Mount Lebanon",105000,117,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",125000,160,2,2,no
"Dbayeh, El Metn, Mount Lebanon",8640000,3200,N/A,7,no
"Sehayleh, Kesrouane, Mount Lebanon",250000,340,3,5,no
"Sehayleh, Kesrouane, Mount Lebanon",165000,163,3,3,no
"Sehayleh, Kesrouane, Mount Lebanon",92000,165,3,2,no
"Dbayeh, El Metn, Mount Lebanon",1660000,3898,N/A,N/A,no
"Ramlet al-Baydah, Beirut, Beirut",3750000,550,4,6,no
"Hazmieh, Baabda, Mount Lebanon",1200000,575,4,6,yes
"Horch Tabet, El Metn, Mount Lebanon",190000,110,2,2,no
"Dekwaneh, El Metn, Mount Lebanon",160000,170,3,2,no
"Achrafieh, Beirut, Beirut",235000,145,2,2,no
"Monteverde, El Metn, Mount Lebanon",620000,383,4,5,no
"Monteverde, El Metn, Mount Lebanon",620000,383,4,5,no
"Monteverde, El Metn, Mount Lebanon",620000,383,4,5,no
"Ain Saadeh, El Metn, Mount Lebanon",209999,200,3,4,no
"Nowayri, Beirut, Beirut",150000,135,3,2,partly
"Sehayleh, Kesrouane, Mount Lebanon",325000,210,3,4,no
"Beit Meri, El Metn, Mount Lebanon",275000,245,3,3,no
"Ballouneh, Kesrouane, Mount Lebanon",87000,145,3,2,no
"Ain Saadeh, El Metn, Mount Lebanon",400000,220,3,4,no
"Dbayeh, El Metn, Mount Lebanon",265000,185,3,4,yes
"Monteverde, El Metn, Mount Lebanon",620000,383,4,5,no
"Monteverde, El Metn, Mount Lebanon",435000,298,3,3,no
"Monteverde, El Metn, Mount Lebanon",495000,343,3,3,no
"Monteverde, El Metn, Mount Lebanon",560000,200,3,4,no
"Monteverde, El Metn, Mount Lebanon",1500000,1000,4,4,yes
"Fanar, El Metn, Mount Lebanon",400000,225,3,4,no
"Fanar, El Metn, Mount Lebanon",450000,300,3,4,no
"Batroun, Batroun, North",120000,100,2,2,no
"Batroun, Batroun, North",120000,80,2,2,no
"Batroun, Batroun, North",110000,125,2,2,no
